(Intercept),mgmt_highest,"s(calcite, k = 6, bs = ""cr"")","s(currents_velocity_mean, k = 6, bs = ""cr"")","s(dhw_max_cumul, k = 6, bs = ""cr"")","s(diffuse_atn_max, k = 6, bs = ""cr"")","s(dissolved_oxygen, k = 6, bs = ""cr"")","s(gebco_depth, k = 6, bs = ""cr"")","s(method_cat, bs = ""re"")","s(par_max, k = 6, bs = ""cr"")","s(ph_mean, k = 6, bs = ""cr"")","s(region, bs = ""re"")","s(score_cn, k = 6, bs = ""cr"")","s(score_cy, k = 6, bs = ""cr"")","s(sst_annualtrend, k = 6, bs = ""cr"")","s(sst_kurtosis, k = 6, bs = ""cr"")","s(sst_max, k = 6, bs = ""cr"")","s(sst_range, k = 6, bs = ""cr"")","s(sst_skewness, k = 6, bs = ""cr"")","s(sst_var, k = 6, bs = ""cr"")","te(longitude, latitude, bs = ""gp"", k = c(10, 10), m = 2)",R^2,Dev_exp,df,logLik,AICc,delta,weight
-1.1832094462391705,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.449054054676465,48.750253194492124,74,1260.391735564934,-2364.691140373871,8.560967031145992,0.0056224772532589
-1.1545414065360844,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,0.4471014402755229,48.546511710697054,71,1257.4588604736527,-2364.4688893685566,8.783218036460312,0.00503114129768785
-1.19409169639167,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.44835086274053326,48.6765703749006,73,1259.3343279941375,-2364.062583173458,9.189524231559062,0.00410618247624142
-1.2116108829509737,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4484483286839478,48.68701407606602,74,1259.4808095171256,-2363.8943222319185,9.357785173098364,0.00377485997087031
-1.1976722153037092,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,NA,+,NA,+,0.4491846165216842,48.76328431334701,75,1260.5882132726986,-2363.6200504785675,9.632056926449422,0.00329111828582292
-1.182351974674731,+,NA,NA,+,+,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4446769865269332,48.29384224638063,69,1253.8316519575412,-2363.4156201286946,9.83648727632226,0.00297133764395552
-1.1808998643584772,+,NA,NA,+,+,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4451686211748088,48.34519324352735,69,1254.5659014503326,-2363.1606232683644,10.091484136652525,0.00261565307033458
-1.1507259014650595,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4480937559168138,48.65019875056602,74,1258.9480464095004,-2362.009529546083,11.242577858934055,0.00147103604533528
-1.1896206394281983,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.44567900439827157,48.39822251432539,71,1255.3288403068314,-2361.653207693294,11.59889971172288,0.00123097436061646
-1.2096579584178275,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,+,0.44809722446092315,48.65037184087721,74,1258.9532564105343,-2361.4015389950773,11.85056840993957,0.00108542505906672
-1.1575775253608804,+,+,NA,NA,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.44551221822069564,48.38112247249808,71,1255.0794451990837,-2361.290922981984,11.961184423033046,0.0010270223193044
-1.1554430945202172,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.44689622663210493,48.525171660252965,73,1257.1512261997354,-2361.2640116179164,11.98809578710052,0.0010132955918816
-1.2003324448170085,+,+,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44594391333561745,48.42593874880684,71,1255.7251125083324,-2361.1301069882015,12.122000416815354,0.00094767436397312
-1.1995862093854326,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,0.44609217859675987,48.44146889663997,72,1255.946982374897,-2361.0489775429824,12.20312986203453,0.000910001477119537
-1.1842346739531235,+,NA,NA,+,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44593017334109863,48.42450839513984,71,1255.7045544556422,-2360.992149172527,12.25995823248968,0.000884508423921214
-1.1988846129101367,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.44530112438165736,48.35909895592623,71,1254.7639044494572,-2360.8328386087114,12.41926879630546,0.000816785696921482
-1.1769031729790014,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.44779417515142117,48.61878849517267,74,1258.4981781984857,-2360.77667049148,12.475436913536669,0.000794166150543115
-1.1888883228817013,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,+,NA,+,0.44657750739112567,48.49230702091258,72,1256.6736627361236,-2360.5310932938464,12.721014111170462,0.000702400741614673
-1.2156857554355651,+,+,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.44631386268042983,48.46442492163567,72,1256.2788298111693,-2360.4155080509026,12.836599354114242,0.000662957891881522
-1.175116026658138,+,+,NA,NA,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.4467750248363366,48.512516594918615,73,1256.9695870816572,-2360.399416589955,12.852690815062033,0.000657645311820133
-1.152130131662649,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.44462049172286666,48.28798475280356,70,1253.747319399193,-2360.3081295979127,12.943977807104147,0.000628302821559734
-1.1896187620496281,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.4447545433812303,48.30212208886383,70,1253.947438843354,-2359.8547468449797,13.397360560037214,0.000500862130062119
-1.177920437935903,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.447081093006922,48.544802135484744,74,1257.4283529329784,-2359.45906173094,13.793045674076893,0.000410956889265533
-1.1951919883334043,+,+,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44598089961322096,48.429913872905786,72,1255.7804546448642,-2359.287296119871,13.96481128514597,0.000377135866516721
-1.199012783693149,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,0.4472547390978858,48.56274500135472,74,1257.688744134525,-2358.6268916302442,14.625215774772641,0.000271077095686367
-1.2033917667447258,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.44583727217973235,48.415057059892206,72,1255.5655672680853,-2358.540881377693,14.711226027323846,0.000259666506418773
-1.194041499308262,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4463055389457492,48.4639793299045,73,1256.2663672918502,-2358.2259901806283,15.0261172243886,0.000221839143751009
-1.1473966998236838,+,NA,NA,NA,+,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44356816777590635,48.17848681497115,70,1252.1780301128579,-2357.6794152474677,15.572692157549227,0.000168791643391271
-1.169841626525169,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.446237159905721,48.456664070462665,73,1256.1639954456462,-2357.5907451576395,15.661362247377383,0.000161471721788479
-1.1491513846282084,+,NA,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4451747124637103,48.346028580014206,72,1254.5750027852814,-2357.171343028246,16.08076437677073,0.000130925566275967
-1.2011370779328727,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,+,NA,NA,+,0.44600516257658496,48.43244079312197,73,1255.8167610412831,-2357.1291463765597,16.122961028457212,0.000128192192219326
-1.2057461755329444,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.4457179900849946,48.40238170346863,73,1255.3871463625535,-2357.093159503474,16.158947901542888,0.00012590620222766
-1.2007560272661735,+,NA,NA,+,NA,NA,+,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.444687941800891,48.295069157850016,72,1253.8480064241755,-2356.989639384703,16.262468020313918,0.000119555074966221
-1.1622529179583454,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.44340335196392466,48.16126194387279,70,1251.9325156241368,-2356.9449816307615,16.307125774255383,0.00011691512762005
-1.1850861776139028,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.4444024842293963,48.265740902168375,71,1253.4219693505518,-2356.9381928579105,16.31391454710638,0.000116518945276302
-1.1901705396941937,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,NA,NA,+,0.4448196246129077,48.309312196183214,72,1254.044612989645,-2356.429398489588,16.822708915428848,9.03468991492782e-05
-1.1638629300430847,+,+,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44592335166951635,48.423987446850894,73,1255.6943479245213,-2356.4045184673528,16.847588937664113,8.9229944587385e-05
-1.2038512092751694,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.443803090369282,48.203048538903374,71,1252.5281034580382,-2356.3930856736933,16.859021731323537,8.87213259330802e-05
-1.1554492701164212,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,+,NA,+,0.4459069295646325,48.42224195661301,74,1255.6697778163164,-2355.626418174197,17.625689230819717,6.04711588606118e-05
-1.1643795924536386,+,NA,NA,NA,+,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.44245323339802156,48.06208992633632,69,1250.518607016466,-2355.412019353833,17.84008805118401,5.43240548619058e-05
-1.1810186015099013,+,NA,NA,+,NA,NA,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44393340326255293,48.21661796251991,71,1252.7223548892816,-2355.0490306492343,18.203076755782604,4.53075087962234e-05
-1.193073765284008,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.4420810745819881,48.02329701677709,69,1249.9654395418474,-2354.8093675530536,18.442739851963324,4.01909251560079e-05
-1.1643208191372834,+,NA,NA,NA,NA,NA,+,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.44386389616635114,48.209223562568695,71,1252.618738196395,-2354.740412854544,18.51169455047284,3.88288636471696e-05
-1.1671129611680002,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,+,+,0.4430341849814501,48.12289632678225,70,1251.3828572981124,-2354.682790333228,18.5693170717891,3.77261171740083e-05
-1.1769983001061135,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,+,NA,NA,+,0.44193490902398225,48.008017456005916,69,1249.7482836569966,-2354.415550265372,18.83655713964481,3.30074265762678e-05
-1.142671672104695,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.44260020120071664,48.07765593757105,70,1250.7371579549963,-2353.89903451087,19.353072894146862,2.54948050189265e-05
-1.1701927024456287,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,+,NA,NA,NA,NA,+,0.44467289439487623,48.293615981542516,73,1253.8255431435828,-2353.852973782459,19.39913362255811,2.49143599598773e-05
-1.1843541196833476,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.444368856290411,48.261862979466635,73,1253.371795048099,-2353.8467893695242,19.405318035492655,2.48374386045294e-05
-1.182403882188556,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,+,+,0.44246571840343507,48.06341095718763,70,1250.5371708141467,-2353.8128205733065,19.439286831710433,2.44191518885272e-05
-1.143735815322806,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.44224418567053114,48.04044655485168,70,1250.2078383137264,-2353.4986819370847,19.753425467932175,2.08697015335844e-05
-1.165639312968706,+,+,NA,NA,NA,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4443690649757991,48.2620618523956,73,1253.3721064061308,-2353.3475365896666,19.904570815350326,1.93506448801495e-05
-1.1402838899630878,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.44057512357068007,47.866341429589845,68,1247.7307931559105,-2353.24861904097,20.003488364046916,1.84168677774317e-05
-1.1980877475747775,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,0.4415070966778708,47.963376604227356,69,1249.1130162475245,-2352.991038773102,20.261068631914895,1.61913449605891e-05
-1.1707518044341314,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.4393338527901578,47.73667513529119,66,1245.8934176630746,-2352.763912787013,20.488194618003945,1.44531711139309e-05
-1.1819399984557206,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.44115590095608725,47.926844457899485,69,1248.591882046599,-2352.66186240024,20.59024500477699,1.37341942159019e-05
-1.160655455545413,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.44210441352150587,48.025864035400495,70,1250.0001191066976,-2352.528713978305,20.723393426711937,1.28496225886799e-05
-1.1453053294966653,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,NA,+,NA,+,NA,NA,NA,NA,+,0.44362437570457547,48.184580916592154,72,1252.2617757287474,-2352.2835006360074,20.96860676900951,1.13669243929442e-05
-1.170145326686599,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,NA,+,+,0.44010096648542896,47.81699599603811,67,1247.02844731358,-2352.2569331666145,20.995174238402342,1.12169276491349e-05
-1.159845726227911,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4439550943883396,48.218884537466614,73,1252.754693271254,-2352.2084037621576,21.043703642859327,1.09480278202941e-05
-1.1925560595765383,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.44061068122137614,47.87006181287071,68,1247.7834869679184,-2352.1355220953133,21.116585309703623,1.05562541940976e-05
-1.1782671568142218,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,+,NA,NA,NA,+,0.44340195784731296,48.16103805458077,72,1251.9304392170513,-2352.1222429689374,21.129864436079515,1.0486397443133e-05
-1.2081049343259989,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,+,NA,NA,NA,+,0.4425187915412683,48.06894037107931,71,1250.6160892357998,-2351.8272813175886,21.4248260874283,9.04849196405657e-06
-1.1384885902763333,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,0.43960179919552833,47.76482878552507,67,1246.289697456782,-2351.384889269912,21.86721813510485,7.25290505741115e-06
-1.168865134314318,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.4411683821672081,47.928113683797726,69,1248.6103971200919,-2351.1674643649435,22.084643040073388,6.50577102957041e-06
-1.1478284040759066,+,NA,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,+,NA,+,0.4454992292934151,48.379966966331004,75,1255.0600260252936,-2350.875097885929,22.377009519088006,5.62098207000083e-06
-1.1504823329133795,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4428826381074965,48.107158450910745,72,1251.1573223257044,-2350.720807457219,22.531299947797834,5.20365456570892e-06
-1.146454086435962,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,+,+,0.4415215324002144,47.964968394483385,70,1249.134444216289,-2350.6638138230524,22.588293581964535,5.05745990780424e-06
-1.176475900102636,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.4407252724860268,47.881956995863426,69,1247.9533255517943,-2350.5715315919915,22.68057581302537,4.82940488193105e-06
-1.1942909689036862,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,+,NA,NA,NA,NA,+,0.4436531993195052,48.18779852122522,73,1252.3047240440608,-2350.5102491029284,22.74185830208853,4.6836700564003e-06
-1.1993032877158696,+,+,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.438143095752212,47.61236868361563,66,1244.1346333718477,-2350.307034293184,22.9450731118327,4.23115327532433e-06
-1.205548413381068,+,NA,+,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4405094879899807,47.85934839537572,69,1247.6335348698517,-2350.1519065713424,23.100200833674535,3.91537353800556e-06
-1.1894578492394527,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,+,0.44126536812406536,47.93836358933579,70,1248.7542836386003,-2350.1227003580693,23.129407046947563,3.85861237406621e-06
-1.2053209182562332,+,NA,NA,+,NA,+,NA,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4404832235065623,47.856610602833946,69,1247.5946195616468,-2350.1152931669358,23.136814238081115,3.8443480653039e-06
-1.1535481011297681,+,NA,NA,NA,NA,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44114388118705783,47.92570519050906,70,1248.574051883615,-2350.0155786501527,23.23652875486414,3.65737902064563e-06
-1.1612361113118617,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,+,0.4403843138524799,47.84631681086618,69,1247.4480844441607,-2349.6999726758527,23.55213472916421,3.12346758199122e-06
-1.1795149333661887,+,+,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.444585503205711,48.284391246359895,75,1253.695094629165,-2349.359757877024,23.892349527992792,2.63487670529378e-06
-1.1824078371561162,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,+,NA,+,0.44320804508323597,48.141019838049566,73,1251.6416748425404,-2349.3571323422607,23.894975062756203,2.63141999452526e-06
-1.1873041307732122,+,NA,NA,+,NA,+,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.43990568911657646,47.79637159305327,69,1246.7393653449615,-2349.346193432947,23.90591397206981,2.61706684990015e-06
-1.1917625675307861,+,NA,+,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.43996183243409925,47.80222358681748,69,1246.822467676446,-2349.294035827042,23.958071577974806,2.54969913197306e-06
-1.186810817115864,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.4426855878962478,48.0866550621656,72,1250.8641601409224,-2349.1825216501834,24.069585754833497,2.4114260061664e-06
-1.185167134558008,+,NA,+,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4402418980496211,47.831569903383034,69,1247.2371402493577,-2349.1802198600412,24.071887544975652,2.40865230428771e-06
-1.1946399189998473,+,NA,NA,+,+,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.43926032638552825,47.72903988744746,68,1245.7847087757239,-2349.1258397807096,24.126267624307275,2.34404329376741e-06
-1.1513253142667939,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.4405831330998623,47.867162742580874,70,1247.7426623943113,-2348.979528753444,24.272578651572985,2.17868574982021e-06
-1.1492824472798269,+,NA,NA,NA,NA,NA,NA,+,+,NA,+,NA,+,NA,NA,NA,+,NA,NA,+,0.44293704338365636,48.11346178321501,73,1251.2382822443515,-2348.9347133667543,24.31739403826259,2.13040932922576e-06
-1.1870392849923694,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.43967502817505943,47.77228760024709,68,1246.3980325489802,-2348.7256818373094,24.52642556770752,1.91898877936309e-06
-1.1826000907015368,+,NA,NA,+,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4399992959963429,47.80626811396325,69,1246.87792520368,-2348.4607063160825,24.791401088934435,1.68086847503411e-06
-1.1359495286919754,+,NA,NA,NA,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,NA,+,0.44405722664388925,48.230008605562475,75,1252.9069748867612,-2348.18197540879,25.07013199622679,1.46220439354423e-06
-1.189477910608631,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.43725171194213586,47.51931046928097,65,1242.8204702533455,-2348.1544317268426,25.097675678174255,1.44220517627778e-06
-1.149598215322598,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4399261162842725,47.7986631080766,69,1246.7696003080741,-2347.893556281038,25.35855112397894,1.26583956748415e-06
-1.1653289319403568,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,+,+,0.4371421650918478,47.50792613128362,65,1242.6591094765647,-2347.852866547617,25.399240857399946,1.24034643670408e-06
-1.20380578822869,+,+,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44105173674146225,47.916008809434906,71,1248.4373772618353,-2347.5433390968074,25.708768308209528,1.0625025264303e-06
-1.1926909860909913,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4412270855950652,47.9342487707022,71,1248.6974854242899,-2347.348676126589,25.903431278427888,9.63960957723267e-07
-1.1857690360835627,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4412717821447891,47.93905898651101,71,1248.7638002380672,-2347.2862788044586,25.965828600558325,9.34350964314949e-07
-1.200054272430247,+,NA,+,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4369738680808547,47.49031320977714,65,1242.4112718178662,-2347.268866025646,25.983241379371066,9.26251450898989e-07
-1.171571620880647,+,NA,NA,NA,NA,+,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.43948844462730563,47.75283767258621,69,1246.1220284060685,-2347.0655643234777,26.186543081539185,8.36724522903572e-07
-1.1631848899668116,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,+,+,NA,+,0.4425725487094637,48.074713472790165,73,1250.6960324528138,-2346.818434032652,26.433673372364865,7.3946706664531e-07
-1.156131828627879,+,NA,+,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4420256839115434,48.01767968775304,73,1249.8831397946524,-2346.5491379280475,26.70296947696943,6.46311570142702e-07
-1.1924892462325907,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.4399413074988614,47.800395731638574,70,1246.7920860694248,-2346.4976829902457,26.754424414771165,6.29895684383306e-07
-1.1674582976250805,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,+,NA,NA,NA,NA,NA,+,0.43909274946158305,47.711517917794424,69,1245.5369993263548,-2346.4341095265427,26.817997878474216,6.10188236188163e-07
-1.2024779810654773,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.4384408140450109,47.643487829071354,68,1244.5740226109026,-2346.341456589873,26.91065081514398,5.82565150271531e-07
