(Intercept),mgmt_highest,"s(calcite, k = 6, bs = ""cr"")","s(currents_velocity_mean, k = 6, bs = ""cr"")","s(dhw_max_cumul, k = 6, bs = ""cr"")","s(diffuse_atn_max, k = 6, bs = ""cr"")","s(dissolved_oxygen, k = 6, bs = ""cr"")","s(gebco_depth, k = 6, bs = ""cr"")","s(method_cat, bs = ""re"")","s(par_max, k = 6, bs = ""cr"")","s(ph_mean, k = 6, bs = ""cr"")","s(region, bs = ""re"")","s(score_cn, k = 6, bs = ""cr"")","s(score_cy, k = 6, bs = ""cr"")","s(sst_annualtrend, k = 6, bs = ""cr"")","s(sst_kurtosis, k = 6, bs = ""cr"")","s(sst_max, k = 6, bs = ""cr"")","s(sst_range, k = 6, bs = ""cr"")","s(sst_skewness, k = 6, bs = ""cr"")","s(sst_var, k = 6, bs = ""cr"")","te(longitude, latitude, bs = ""gp"", k = c(10, 10), m = 2)",R^2,Dev_exp,df,logLik,AICc,delta,weight
-1.209905831946659,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,+,0.45751489622869357,49.6297672008656,79,1273.2214016801329,-2378.918651687794,14.81841164816251,0.000310985734509089
-1.1900999376213717,+,+,NA,+,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.45384365372012647,49.24823598906117,74,1267.6300812746863,-2378.804635179402,14.932428156554579,0.000293752855771214
-1.2038963024451197,+,NA,NA,+,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,+,NA,NA,+,0.45374237149000063,49.23741845955391,74,1267.4763612180914,-2378.7711919341764,14.965871401780078,0.000288881671927739
-1.1624989375356645,+,+,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.45714519717115376,49.591312438047346,79,1272.6566375381526,-2378.686849112712,15.050214223244438,0.000276952428685293
-1.1620142800140465,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.4574239188130421,49.620581261152275,79,1273.082385966001,-2378.586154046138,15.150909289818628,0.00026335375924907
-1.173062729044418,+,NA,NA,+,+,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.45353088895488847,49.21557042860154,74,1267.1554776569033,-2378.5172006008124,15.219862735144034,0.000254428918381953
-1.1823277140595605,+,NA,NA,+,NA,NA,NA,+,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.4546829555627573,49.33567809143768,75,1268.9050209490708,-2378.4502870238935,15.286776312063012,0.000246057367368739
-1.1994822597546433,+,+,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4559800346927796,49.47034255555977,77,1270.8792109331423,-2378.344117281381,15.392946054575532,0.000233336084769482
-1.1723378226622871,+,NA,NA,+,+,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.4543107535791836,49.29657850868618,75,1268.3393863437736,-2378.1564702407663,15.580593095190125,0.000212439303689418
-1.1917985151475752,+,NA,NA,+,+,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.45399660771689077,49.263947837130715,75,1267.8622796604525,-2378.067671457803,15.66939187815342,0.000203213454455933
-1.1947656296966762,+,NA,NA,+,NA,NA,NA,+,+,NA,+,+,NA,NA,+,NA,NA,NA,NA,+,0.4571073161975101,49.58772747940835,79,1272.5987910728372,-2378.007342704313,15.729720631643431,0.000197175175556215
-1.181847510337367,+,NA,NA,+,+,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.453678016252129,49.23089047789228,74,1267.3787015296646,-2377.7873797113066,15.949683624649879,0.000176639521314918
-1.1996174476878914,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,+,NA,+,0.4550489200161464,49.3736902495465,76,1269.4615529368602,-2377.3286438177615,16.408419518194933,0.000140434769418742
-1.200624609347858,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,0.4547083016274964,49.33803463671913,76,1268.9435533518433,-2377.060512790699,16.67655054525767,0.000122814807763164
-1.2107016798246888,+,+,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,NA,+,NA,+,0.45570630482401653,49.44151784066309,78,1270.4621950043172,-2377.047084676661,16.68997865929532,0.000121992984113723
-1.1799990402123064,+,NA,NA,+,+,NA,NA,+,+,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4540335960123364,49.26821891729535,75,1267.9184410983253,-2377.013822922955,16.72324041300135,0.000119980911459982
-1.1768191096535516,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,+,NA,NA,NA,NA,+,NA,+,0.455655560795597,49.437161911586315,78,1270.3849116568729,-2376.914924436106,16.822138899850415,0.000114192248174751
-1.1879458016018491,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,+,NA,+,0.4553744871362284,49.40742030209742,77,1269.9569658382607,-2376.656681128688,17.080382207268485,0.00010035980332774
-1.1988631100780465,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.4562271589243708,49.496005168367034,78,1271.2558745593612,-2376.6032372053105,17.133826130645957,9.77135070881895e-05
-1.1880565591657357,+,NA,NA,+,NA,NA,+,+,NA,NA,+,+,NA,NA,NA,NA,NA,+,NA,+,0.45567953321503996,49.43879542152926,78,1270.4214208446167,-2376.602930709294,17.13413262666245,9.76985338351894e-05
-1.209361467343224,+,+,NA,+,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.45454869818600274,49.321270042074936,76,1268.7009457826543,-2376.3532416357493,17.383821700207136,8.62320583687231e-05
-1.1927841392953917,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,0.45605532247292857,49.478421391970485,78,1270.993945488634,-2376.3009871785853,17.43607615737119,8.40082313897243e-05
-1.1836515522390074,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,0.4565969006045416,49.534826131927844,79,1271.819749923539,-2376.176983657175,17.560079678781676,7.89577600113234e-05
-1.1951152085312133,+,+,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.45591122355881464,49.463540352783454,78,1270.7743603277859,-2376.0116274858337,17.72543585012272,7.26922619230048e-05
-1.1756181540365878,+,NA,NA,+,NA,NA,+,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4544533526277228,49.31164456166567,77,1268.5560482270278,-2375.4691413892892,18.26792194666723,5.54228460393934e-05
-1.1978641930644116,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,NA,NA,+,0.4543537431915242,49.301734737363375,76,1268.4046978607971,-2375.4462284050196,18.290834930936853,5.47915179475134e-05
-1.2052911765118983,+,+,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.45456238669320903,49.322783188027444,77,1268.7217504169619,-2375.1860930419393,18.550970294017134,4.81089253665592e-05
-1.1740449874688088,+,NA,NA,+,+,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.45087792291320206,48.9396723713532,72,1263.140634947251,-2375.1657634603303,18.57129987562621,4.76223851831922e-05
-1.164514076814696,+,+,NA,NA,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,+,NA,+,0.45449940810681577,49.31645213326379,77,1268.6260360164042,-2375.0346400298704,18.702423306086075,4.46003279625644e-05
-1.1820322892055517,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,+,NA,+,NA,NA,NA,NA,+,0.45415598730715456,49.28096118494164,76,1268.1043019076365,-2374.990839025017,18.746224310939397,4.36341765881683e-05
-1.1716020166772867,+,NA,NA,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,NA,+,NA,NA,+,0.45283961027758624,49.143783836104,75,1266.1074625852473,-2374.932004982603,18.805058353353616,4.23692849761617e-05
-1.1795002095024285,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,+,NA,NA,NA,+,NA,NA,+,0.45456525362046063,49.324060407923405,77,1268.7261078152778,-2374.7390317936406,18.998031542315857,3.84722458495404e-05
-1.1847715810328197,+,NA,NA,+,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.45255263232214915,49.113974022965074,74,1265.6727776875755,-2374.6184481329274,19.118615203029094,3.62212246729779e-05
-1.2021371863398331,+,NA,NA,+,+,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,+,NA,NA,+,0.4540111789795447,49.265566258867,76,1267.8844035851355,-2374.3366799027026,19.400383433253864,3.14613921737332e-05
-1.136721566119208,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,+,+,0.45333295509102145,49.19513359631703,76,1266.855264048479,-2374.233355234636,19.503708101320626,2.98772946240716e-05
-1.1909095930780522,+,+,NA,+,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4541721113186452,49.28240359027858,77,1268.128790594228,-2374.1844856439607,19.552577691995793,2.91560960967274e-05
-1.1620506853273915,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.454665682749123,49.33385095277711,77,1268.8787629476471,-2374.1690223432925,19.56804099266401,2.89315405676456e-05
-1.1842144234973377,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,+,NA,NA,+,NA,+,0.45229797354680434,49.08725430837046,74,1265.2872373591101,-2374.1471981427753,19.58986519318114,2.86175529441892e-05
-1.215814370288911,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,0.45551529719094985,49.42215832966034,79,1270.1713271294038,-2374.0527124580863,19.6843508778702,2.72970169373838e-05
-1.1886919254427022,+,+,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.45484463215213,49.35268653564188,78,1269.1508408195455,-2373.994609199229,19.742454136727247,2.6515402673371e-05
-1.188182178059228,+,NA,NA,+,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,+,NA,NA,+,0.45571394385152575,49.44290809693848,79,1270.4738298961063,-2373.9782853377633,19.75877799819318,2.62998665852365e-05
-1.186558776091149,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,+,NA,+,NA,+,0.45475927818738116,49.34320786079498,78,1269.021055987057,-2373.868170259243,19.868893076713448,2.48910008651058e-05
-1.1817241387930717,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,+,NA,+,0.4538760485232026,49.252172957076795,76,1267.6792541688842,-2373.860957978754,19.876105357202505,2.48014020751577e-05
-1.1766344568099774,+,NA,NA,+,NA,NA,+,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.45229367693739064,49.08712613180624,74,1265.2807340506306,-2373.664322727056,20.072740608900403,2.24790229502224e-05
-1.1625267811033417,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,+,+,+,0.45263620684599626,49.12245170259389,75,1265.7993443191235,-2373.5708632446804,20.166200091276096,2.14527495181722e-05
-1.210747997076549,+,NA,NA,+,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,+,0.45347596064185913,49.20997207581158,76,1267.0721549544273,-2373.553829382726,20.183233953230683,2.12708137980097e-05
-1.1887021694358344,+,NA,NA,+,NA,NA,NA,+,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,0.4537951943662968,49.24340840720448,77,1267.5565290355191,-2373.468785848653,20.268277487303294,2.03853014054587e-05
-1.2076914349147576,+,NA,NA,+,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,+,NA,NA,NA,+,0.4536690741818832,49.22982331846859,76,1267.3651327629152,-2373.3652860852285,20.371777250727973,1.93571960667946e-05
-1.185898707066269,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,+,NA,+,0.4528423397980139,49.14414388411248,75,1266.111598078461,-2373.1219049991637,20.615158336792774,1.71392935705481e-05
-1.1949565939248092,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,+,NA,NA,NA,+,NA,NA,+,0.4542335684629404,49.28906502220287,77,1268.2221365776777,-2373.0796320791505,20.65743125680592,1.67808312350156e-05
-1.156287606011085,+,+,NA,NA,NA,NA,NA,+,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.45365451576487537,49.22884768664806,77,1267.343042183144,-2372.958559342216,20.778503993740287,1.5795117425814e-05
-1.2207395350183878,+,+,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,+,0.4549156305666885,49.35979897832873,78,1269.2588128255907,-2372.907378032982,20.829685302974667,1.53960381598633e-05
-1.1905374075864292,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,+,+,NA,+,0.45449689506659363,49.316119291322394,78,1268.6222169453044,-2372.6593939152217,21.077669420734765,1.36006577439106e-05
-1.1601901507890213,+,+,NA,NA,NA,NA,NA,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,0.453364197015547,49.198282324398136,76,1266.902642605095,-2372.2950242271017,21.442039108854715,1.13354310451009e-05
-1.1792433177707742,+,NA,NA,+,NA,NA,+,+,+,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.45428336533706426,49.29450640442562,78,1268.2977797277288,-2372.2858754980125,21.451187837943962,1.12836970664793e-05
-1.1633687691300345,+,NA,NA,NA,NA,NA,NA,+,+,+,+,+,NA,NA,+,NA,NA,NA,NA,+,0.4547454355367302,49.34226747026793,78,1269.0000094817954,-2372.151214640971,21.585848694985543,1.05489730923867e-05
-1.1739301391197268,+,NA,NA,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,+,NA,NA,NA,+,0.45426601432056224,49.292185168859405,78,1268.271422158429,-2371.969932000721,21.767131335235263,9.63485447385462e-06
-1.1904120583019875,+,+,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.4541768757859237,49.28286686527997,78,1268.1360268690578,-2371.807842864672,21.92922047128468,8.88480602669694e-06
-1.1452132254245528,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,+,NA,NA,NA,NA,+,NA,+,0.4532720945123564,49.188973623350954,77,1266.7629764085057,-2371.7617626271726,21.975300708783834,8.6824392698995e-06
-1.1854301420934463,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,NA,NA,+,0.45144974695169093,48.99962513857641,74,1264.0043574950007,-2371.3861853630438,22.350877972912713,7.19591769922932e-06
-1.1587053910776999,+,NA,NA,NA,+,NA,NA,+,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4517806395254196,49.03370041248062,75,1264.5045718491579,-2371.3470650848362,22.389998251120232,7.05653219204311e-06
-1.2113089853213326,+,+,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,+,NA,NA,+,0.4533011927657864,49.19193161473216,77,1266.8070990768445,-2370.9882983725206,22.74876496343586,5.89774682406255e-06
-1.184359103128042,+,NA,NA,+,+,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.4482353794492502,48.66452195456441,70,1259.1608017023987,-2370.961721156239,22.775342179717427,5.81989241166365e-06
-1.1449808672079609,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,+,NA,+,NA,NA,NA,NA,+,0.45388350944727074,49.25297541779853,78,1267.6905797082334,-2370.9406150826194,22.796448253337076,5.75879780661255e-06
-1.1715411895595884,+,NA,+,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,+,NA,+,0.45209933818526593,49.06662926365033,75,1264.9866380300232,-2370.933628274046,22.803435061910477,5.7387150966052e-06
-1.1747523192467682,+,NA,NA,NA,NA,+,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,+,NA,+,0.4517779715790823,49.033197748532295,75,1264.5005374747973,-2370.907979321677,22.829084014279488,5.66558898578687e-06
-1.17140519964756,+,NA,NA,+,NA,NA,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.45359929416504075,49.222927627498706,77,1267.259255652076,-2370.7835108339063,22.953552502050115,5.32374293103576e-06
-1.1697999397524117,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,NA,+,0.4544096701569398,49.30746089389662,79,1268.489672017524,-2370.6902995083915,23.046763827564973,5.08131939696628e-06
-1.1964227889032795,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,+,NA,+,0.4532237083942241,49.18387572721634,77,1266.6896120957495,-2370.568298552385,23.168764783571532,4.78062109223739e-06
-1.1726429043378288,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,+,NA,NA,NA,+,NA,+,0.4515790001551897,49.01247563702372,75,1264.199715223681,-2370.499353147169,23.237710188787332,4.61862836845862e-06
-1.1832609820696753,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,+,NA,NA,NA,NA,+,NA,+,0.45247610332880606,49.10644041978568,76,1265.5568978692636,-2370.398867148821,23.33819618713551,4.39230774806613e-06
-1.1612565584928618,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,NA,+,+,0.4518205745142293,49.03789183155467,75,1264.564962477389,-2370.371967994434,23.365095341522647,4.33362855565735e-06
-1.2022370649300242,+,+,NA,+,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4532860544707279,49.19020729967435,77,1266.784144073672,-2370.233463645786,23.50359969017063,4.04367131388058e-06
-1.1970029626763405,+,NA,NA,+,NA,NA,NA,+,NA,+,+,+,NA,+,NA,NA,NA,NA,NA,+,0.4505215264179926,48.90240599143619,73,1262.602763917215,-2370.219209438127,23.517853897829355,4.01495410539693e-06
-1.1405887334148659,+,NA,NA,NA,NA,NA,+,+,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.4521268838885919,49.07007529245749,76,1265.028317049036,-2370.144948898811,23.592114437145483,3.86861146037365e-06
-1.2028292523506032,+,NA,NA,+,NA,NA,+,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,+,0.45383753705920127,49.24784160212173,78,1267.6207969670936,-2370.034051073884,23.70301226207266,3.65993992896107e-06
-1.1523494637661575,+,NA,+,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.452104143272142,49.06735534002744,76,1264.9939083889865,-2369.969144548078,23.767918787878443,3.54306960518691e-06
-1.1400474646913596,+,NA,NA,NA,+,NA,NA,+,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.4503259665932925,48.882557549664504,73,1262.3077746498363,-2369.9413753752015,23.795687960755004,3.49421549341162e-06
-1.1882053877974887,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,+,NA,NA,+,0.4490486086987405,48.74942362587753,72,1260.3835411254274,-2369.920444025176,23.816619310780425,3.4578368651301e-06
-1.1586317385047318,+,NA,NA,NA,NA,NA,+,+,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4527982940254276,49.13966615207703,77,1266.044866899248,-2369.8670550068177,23.870008329138727,3.36675273900499e-06
-1.1456668171302657,+,NA,NA,NA,+,NA,NA,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,0.45002821245125735,48.85124916499525,73,1261.858833390613,-2369.8155307772367,23.92153255871972,3.28112577010909e-06
-1.2010575188663424,+,NA,+,+,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.45040227635437136,48.89003437263733,74,1262.4228704696463,-2369.78007109263,23.956992243326567,3.22346459981707e-06
-1.1781497645849262,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,+,+,0.4512424428482975,48.97791691131333,75,1263.6911270556286,-2369.7638616596523,23.973201676304143,3.19744491662977e-06
-1.1613194864440393,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.4511972653457632,48.97299390000137,75,1263.6228808737985,-2369.762757533454,23.974305802502386,3.19568021243868e-06
-1.2059038008017247,+,+,NA,+,NA,NA,NA,+,NA,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,0.45224678378800454,49.08214879786677,76,1265.2097603277844,-2369.756385884061,23.980677451895644,3.1855155355319e-06
-1.191067969166695,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,+,NA,NA,+,NA,+,0.4538521040954909,49.249894868857254,78,1267.642908032849,-2369.704095709624,24.032967626332265,3.10330928158694e-06
-1.1757863476840544,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,+,+,NA,+,0.45404634302183455,49.26922950533963,79,1267.9377964911828,-2369.689250235943,24.047813100013627,3.08035951386953e-06
