(Intercept),mgmt_highest,"s(calcite, k = 6, bs = ""cr"")","s(currents_velocity_mean, k = 6, bs = ""cr"")","s(dhw_max_cumul, k = 6, bs = ""cr"")","s(diffuse_atn_max, k = 6, bs = ""cr"")","s(dissolved_oxygen, k = 6, bs = ""cr"")","s(gebco_depth, k = 6, bs = ""cr"")","s(method_cat, bs = ""re"")","s(par_max, k = 6, bs = ""cr"")","s(ph_mean, k = 6, bs = ""cr"")","s(region, bs = ""re"")","s(score_cn, k = 6, bs = ""cr"")","s(score_cy, k = 6, bs = ""cr"")","s(sst_annualtrend, k = 6, bs = ""cr"")","s(sst_kurtosis, k = 6, bs = ""cr"")","s(sst_max, k = 6, bs = ""cr"")","s(sst_range, k = 6, bs = ""cr"")","s(sst_skewness, k = 6, bs = ""cr"")","s(sst_var, k = 6, bs = ""cr"")","te(longitude, latitude, bs = ""gp"", k = c(10, 10), m = 2)",R^2,Dev_exp,df,logLik,AICc,delta,weight
-1.1336049273731708,+,NA,NA,NA,+,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,+,+,+,0.44928046817692735,48.77384345904155,78,1260.7324865431929,-2357.6322775809745,52.681610771268424,1.96006637257284e-12
-1.1521692686497558,+,+,NA,NA,NA,+,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,+,+,0.44893746255030176,48.73787571359711,77,1260.216319722931,-2357.627976251419,52.68591210082377,1.95585545662084e-12
-1.1373756561610768,+,NA,+,NA,NA,NA,+,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.4484443544533133,48.68684283151117,76,1259.47483614147,-2357.588957759188,52.72493059305498,1.91806799214184e-12
-1.154666350847158,+,+,NA,NA,NA,NA,NA,+,+,NA,+,NA,NA,+,+,NA,NA,+,NA,+,0.4510707296424479,48.96050705014999,80,1263.4317630089024,-2357.5874881682685,52.72640018397442,1.9166591221688e-12
-1.1644708878208092,+,NA,NA,NA,+,+,NA,+,NA,+,+,+,NA,NA,+,NA,NA,NA,NA,+,0.4476224982589623,48.60106840872083,75,1258.2404880060512,-2357.584987165242,52.7289011870007,1.9142638350036e-12
-1.1508370367083032,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,NA,+,NA,NA,+,+,NA,+,0.44974909663726836,48.82255683897231,78,1261.4382148800655,-2357.5539363207304,52.75995203151251,1.88477359720815e-12
-1.1347088146456419,+,+,NA,NA,+,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,0.44505107208192685,48.33309450688263,72,1254.3902843524775,-2357.553903471063,52.75998488117966,1.88474264036972e-12
-1.1901208099820508,+,NA,NA,+,NA,+,NA,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,+,0.44825784752235753,48.66734851566974,76,1259.1945595968925,-2357.5328258025356,52.78106254970726,1.86498394971391e-12
-1.149752714122003,+,NA,+,NA,NA,+,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,+,NA,+,0.44422457226362133,48.24694562333865,71,1253.1565516584096,-2357.521612005083,52.792276347159714,1.8545564339121e-12
-1.14955129453641,+,+,NA,NA,NA,+,NA,+,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,+,0.44496268243523107,48.32396603697053,72,1254.2582556583131,-2357.5050935455174,52.80879480672547,1.83930230656366e-12
-1.168621726428649,+,NA,NA,+,NA,+,NA,+,+,NA,+,NA,NA,+,NA,NA,NA,+,NA,+,0.4480349369286064,48.643995041881595,76,1258.8597010725866,-2357.4810649711076,52.83282338113531,1.81733661567114e-12
-1.1932210380068295,+,+,NA,+,NA,+,NA,+,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,+,0.4450827892160798,48.33651365048211,72,1254.4376657497523,-2357.4726381460223,52.84125020622059,1.80969553559602e-12
-1.1385535379159255,+,NA,NA,NA,+,NA,NA,+,NA,NA,+,+,+,NA,NA,NA,NA,+,+,+,0.4460295832725568,48.43524461364789,73,1255.8533050698763,-2357.472548078861,52.841340273381775,1.8096140403613e-12
-1.1637553412875172,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,+,+,NA,NA,NA,NA,+,+,0.4454691306935803,48.37701543994266,72,1255.0150286809996,-2357.3675628967794,52.946325455463466,1.71707282331535e-12
-1.1366445789417945,+,+,NA,NA,NA,NA,+,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,0.449840031540783,48.8320997473311,78,1261.575227403507,-2357.353231046969,52.9606573052738,1.70481238954551e-12
-1.1584769313178283,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,+,NA,+,+,0.444156318371152,48.23984125928535,71,1253.0547497436144,-2357.3265725660613,52.987315786181625,1.68223931048545e-12
-1.180129949281857,+,NA,NA,+,+,NA,NA,+,NA,+,+,NA,NA,+,NA,+,NA,NA,NA,+,0.4459007351000077,48.421421908304666,73,1255.6605100908318,-2357.3154716058116,52.9984167464313,1.67292793982153e-12
-1.1760000082662159,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,NA,NA,+,+,NA,+,+,0.44735856029098475,48.57338469408273,75,1257.844468406012,-2357.268526190819,53.04536216142378,1.63411707165176e-12
-1.1837627597233966,+,+,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,+,+,NA,NA,NA,+,0.45360535635011867,49.22366694502688,84,1267.2684532597195,-2357.24869098432,53.06519736792279,1.61799064679482e-12
-1.1644013350598776,+,NA,NA,+,NA,+,NA,+,NA,NA,+,NA,+,NA,+,NA,NA,NA,+,+,0.44696550911643085,48.533200072475516,75,1257.2550743016184,-2357.1895784076405,53.12430994460237,1.57086865463055e-12
-1.1674049388780923,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,+,+,NA,+,+,0.4445609560887146,48.28192172456459,71,1253.6584569280683,-2357.18887820906,53.12501014318286,1.57031879088856e-12
-1.1963106988756036,+,NA,+,+,NA,+,NA,+,NA,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,0.44632381684356215,48.4657709068653,74,1256.2937336977914,-2357.1888698401485,53.12501851209436,1.57031221997282e-12
-1.152753122169332,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,+,+,+,NA,+,0.44953202135934067,48.799926072438595,78,1261.1112369192488,-2357.1886002910023,53.12528806124055,1.57010059607482e-12
-1.1719343337211543,+,NA,+,+,NA,NA,NA,+,+,NA,+,NA,NA,+,NA,NA,NA,+,NA,+,0.4480802734697201,48.6487092216529,76,1258.927795121818,-2357.175472143039,53.138416209204024,1.55982809122863e-12
-1.1272283771683724,+,NA,NA,NA,NA,NA,+,+,NA,NA,+,+,+,NA,NA,NA,+,NA,+,+,0.4485588774721605,48.69952370059375,77,1259.6469845751074,-2357.1565540150796,53.15733433716332,1.54514313995641e-12
-1.1590439209419565,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,+,+,NA,+,+,0.4439450471643587,48.21782288318613,70,1252.7397141331537,-2357.1554638296325,53.1584245226104,1.54430112318344e-12
-1.185118489551112,+,+,NA,+,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.44715008971900727,48.55148744862729,75,1257.5318072418709,-2357.145462570268,53.16842578197475,1.53659792163018e-12
-1.1576622087033082,+,+,+,NA,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,+,+,0.4489466003205128,48.738808346101024,77,1260.2300663919518,-2357.140573393383,53.17331495885992,1.53284615973532e-12
-1.1594031822582476,+,+,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.45005560512661724,48.854512227906476,79,1261.9001247694307,-2357.1058877644364,53.20800058780651,1.50649148584253e-12
-1.1681092643970217,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,+,NA,NA,+,NA,+,+,0.4444604214766501,48.27146521316655,71,1253.5084212893153,-2357.1035141968514,53.21037415539149,1.50470466665735e-12
-1.171923606997124,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,+,NA,+,NA,+,NA,+,0.4490883320255008,48.75373774767296,78,1260.4433137761598,-2357.075047025994,53.2388413262488,1.48343902641785e-12
-1.1509463157361057,+,NA,NA,NA,NA,NA,NA,+,NA,NA,+,+,+,+,+,NA,NA,+,NA,+,0.4476929417990416,48.608799319300495,76,1258.3462153727992,-2357.0451649896236,53.26872336261931,1.46143969242055e-12
-1.1491917683859645,+,+,NA,NA,NA,NA,+,+,+,NA,+,NA,+,NA,NA,NA,+,NA,NA,+,0.45025617829861275,48.87621679403988,79,1262.2025289580397,-2357.0269465120537,53.28694184018923,1.44818753944198e-12
-1.177063793847545,+,NA,+,+,NA,NA,+,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,+,+,0.44699500318665153,48.535595741646546,75,1257.2992871610882,-2357.025443016156,53.28844533608708,1.4470992765305e-12
-1.1919500444495894,+,+,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,0.44812881686692363,48.653767195094424,76,1259.0007119685781,-2357.0088054850826,53.30508286716031,1.435111129367e-12
-1.1762983888867413,+,NA,NA,+,NA,+,+,+,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.44583778002874874,48.414970448831646,73,1255.5663269854144,-2357.0048695215633,53.309018830679634,1.43228963407758e-12
-1.1866143233129807,+,+,NA,+,NA,+,NA,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.4464614133658621,48.48006667446979,74,1256.499777765638,-2357.0038898087314,53.30999854351148,1.43158818962842e-12
-1.1653560391649325,+,NA,NA,+,NA,+,NA,+,NA,+,+,NA,NA,NA,NA,NA,+,NA,+,+,0.4444883294554812,48.274384095866985,71,1253.5500678190774,-2357.0028938071873,53.310994545055564,1.43087543509563e-12
-1.1446188467898377,+,NA,NA,NA,+,NA,+,+,NA,NA,+,+,NA,NA,NA,NA,+,+,NA,+,0.44954338399667537,48.80148349279825,78,1261.128349129107,-2357.001868515075,53.31201983716801,1.43014209043606e-12
-1.1934395950349244,+,+,NA,+,NA,+,NA,+,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.4457451744743858,48.40532606745551,73,1255.4278051085498,-2356.999986506081,53.313901846162025,1.42879695328691e-12
-1.1473038239084077,+,NA,NA,NA,NA,+,NA,+,+,+,+,NA,NA,+,+,NA,NA,NA,NA,+,0.44757394341101275,48.59623714788957,75,1258.1676208095753,-2356.991357668716,53.32253068352702,1.42264580387669e-12
-1.1559373511270807,+,NA,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,NA,+,+,NA,NA,+,0.4495202074405451,48.798676912930915,78,1261.0934454509556,-2356.975305830802,53.33858252144091,1.41127346174456e-12
-1.1614471639607953,+,NA,+,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,+,+,0.4440866198511496,48.232597061920856,71,1252.9508060401847,-2356.9618820144606,53.35200633778231,1.40183284159475e-12
-1.176925536377382,+,+,+,NA,NA,NA,NA,+,NA,+,+,+,NA,NA,+,NA,NA,NA,NA,+,0.45217923887329825,49.075501531527024,82,1265.1075404220169,-2356.9143934919293,53.39949486031355,1.36893941679009e-12
-1.1367466091215062,+,NA,NA,NA,+,NA,NA,+,+,NA,+,+,NA,+,NA,NA,NA,+,NA,+,0.448892369566111,48.73328645170756,77,1260.1484861251722,-2356.8790076110054,53.43488074123752,1.34493186158927e-12
-1.182520539748342,+,NA,+,+,NA,+,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,+,NA,+,0.4466391793022715,48.498938129290096,74,1256.7660494097897,-2356.852531865114,53.461356487128796,1.32724514999157e-12
-1.1591814927479216,+,NA,NA,+,+,+,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,NA,+,+,0.4451233823781804,48.34084554239292,72,1254.4983107642317,-2356.8463511756345,53.4675371766084,1.32314983614893e-12
-1.193151867839829,+,NA,NA,+,NA,+,NA,+,NA,+,+,NA,NA,NA,NA,+,NA,+,NA,+,0.4489225006851316,48.73624206820475,77,1260.1938119003078,-2356.828950608714,53.48493774352892,1.31168799046745e-12
-1.1934857241757852,+,NA,+,+,NA,NA,+,+,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,0.44621039568212795,48.45372517475944,74,1256.123929548135,-2356.8038957188023,53.50999263344056,1.29535838901847e-12
-1.1730647497883184,+,+,+,NA,NA,+,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.4469048760191645,48.52616191730028,75,1257.1641901285366,-2356.7877998557774,53.52608849646549,1.28497527077394e-12
-1.2062862918964088,+,+,+,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,+,+,NA,NA,+,0.44676717947474254,48.5120496479426,74,1256.957830998801,-2356.7740221330564,53.53986621918648,1.27615367454536e-12
-1.1629782142954925,+,+,NA,NA,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,+,NA,+,+,+,0.4501906537565511,48.86838594319799,79,1262.1037254676455,-2356.7636712939084,53.55021705833451,1.26956610526016e-12
-1.1343459676845111,+,NA,NA,NA,+,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.4444346529717944,48.2689416986847,71,1253.4699693123005,-2356.7511312794486,53.562757072794284,1.26163081974676e-12
-1.137196045361572,+,NA,+,NA,+,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.4466528676063328,48.50013329378594,74,1256.7865563629307,-2356.7468448601876,53.56704349205529,1.25892977590923e-12
-1.144896177921265,+,NA,NA,NA,+,NA,+,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,0.4473001476894358,48.56772626169481,75,1257.7568501344813,-2356.737268936959,53.57661941528386,1.25291647568012e-12
-1.1783440305655521,+,NA,+,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,+,+,NA,NA,+,0.44756156232683786,48.595006814168265,76,1258.1490413026136,-2356.6967909931045,53.61709735913837,1.22781361917742e-12
-1.1913222461871886,+,NA,NA,+,NA,+,+,+,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,0.44611949206128176,48.44426780555527,74,1255.9878617766626,-2356.6775362535273,53.63635209871563,1.21604972199075e-12
-1.1593628801450224,+,NA,+,+,NA,NA,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.44689533505778,48.525414355585006,75,1257.1498898962147,-2356.6646071566774,53.649281195565436,1.20821386460423e-12
-1.197046453707689,+,+,+,+,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44644879356690625,48.478808026855205,74,1256.4808781002264,-2356.6435174713724,53.67037088087045,1.1955403769123e-12
-1.1372442563462697,+,+,NA,NA,+,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,NA,+,+,0.44427434081610306,48.25216983255746,71,1253.230790236348,-2356.6433083400425,53.67058001220039,1.19541537097357e-12
-1.2002243946547284,+,+,NA,+,NA,+,NA,+,NA,NA,+,NA,NA,NA,NA,+,+,NA,NA,+,0.4466850927713053,48.50352353399847,74,1256.8348360740138,-2356.6313252987875,53.6825630534554,1.18827442903272e-12
-1.1249824835560172,+,NA,NA,NA,NA,+,+,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,0.44464058667622164,48.29057668222644,72,1253.7773151362815,-2356.6172670759843,53.69662127625861,1.1799512024087e-12
-1.167441877785964,+,NA,+,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,+,NA,+,+,0.44433923838214373,48.258840229042534,71,1253.3276063955198,-2356.5987028467935,53.715185505449426,1.16904943413461e-12
-1.1584484466753424,+,NA,NA,+,NA,+,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,+,+,0.44378813656518257,48.201494691372716,70,1252.5058154216629,-2356.595740845669,53.71814750657404,1.1673193527073e-12
-1.1891333067139596,+,NA,+,+,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4480490640528858,48.64533129939357,76,1258.8809189660471,-2356.584355484265,53.72953286797792,1.16069305494848e-12
-1.1831144509683151,+,+,NA,NA,NA,NA,NA,+,NA,+,+,+,NA,+,NA,+,NA,NA,NA,+,0.44861515770212934,48.70423999353138,77,1259.7315968569592,-2356.5727867249016,53.74110162734132,1.15399854608126e-12
-1.2007251799090022,+,+,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,+,NA,+,NA,NA,NA,+,0.4476703176419955,48.60589881131288,76,1258.3122577367633,-2356.5310005267906,53.782887825452235,1.13013806777799e-12
-1.1515711576125691,+,+,+,NA,+,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4466062248449665,48.49515930624492,74,1256.7166812025714,-2356.5252304669743,53.78865788526855,1.12688228442654e-12
-1.1548938564763012,+,+,NA,NA,NA,NA,NA,+,NA,+,+,NA,NA,+,NA,NA,NA,+,+,+,0.4486225024275776,48.70506459062109,77,1259.7426396305043,-2356.511955882027,53.80193247021589,1.1194276039359e-12
-1.1188511894445143,+,NA,NA,NA,NA,NA,+,+,NA,NA,+,NA,+,NA,NA,NA,+,+,+,+,0.4481369035062245,48.65569409263129,76,1259.0128595010128,-2356.50035502108,53.813533331162944,1.11295323715879e-12
-1.1562363900858224,+,NA,NA,NA,+,NA,NA,+,NA,NA,+,+,+,NA,NA,+,NA,+,NA,+,0.4468889994428694,48.524746525765124,75,1257.1403940539035,-2356.499818821796,53.814069530446886,1.11265489478891e-12
-1.1567772841788257,+,+,NA,NA,NA,NA,+,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,+,0.4473245858682441,48.56988356182075,75,1257.793506012083,-2356.490027479377,53.82386087286568,1.10722101435358e-12
-1.1693740034654598,+,+,NA,NA,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,+,0.44522146407858654,48.350752958219964,73,1254.6448603108884,-2356.4656079045117,53.84828044773121,1.09378427790258e-12
-1.1572598307818858,+,NA,+,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,+,+,NA,+,0.45044338398355743,48.89479951451097,80,1262.4848785487331,-2356.4642901973125,53.84959815493039,1.09306387154113e-12
-1.1557075527599066,+,NA,NA,+,NA,NA,+,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,+,+,0.44682203950713395,48.517749158647746,75,1257.0400409115566,-2356.459996608263,53.85389174398006,1.09071980502126e-12
-1.1715082815434783,+,NA,+,NA,NA,NA,+,+,NA,+,+,+,NA,NA,NA,+,NA,NA,NA,+,0.45010948028397946,48.860007739540315,79,1261.981341513683,-2356.458350762818,53.855537589424785,1.0898225961274e-12
-1.188806540627049,+,NA,+,+,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.4449098402275169,48.31844025761085,72,1254.1793346494696,-2356.451392372877,53.86249597936603,1.08603747923009e-12
-1.1430125257885924,+,NA,NA,NA,+,NA,+,+,NA,NA,+,+,+,NA,NA,NA,NA,+,NA,+,0.4473268740307931,48.5704664292344,75,1257.7969382086876,-2356.4182956158647,53.89559273637815,1.06821320810574e-12
-1.1946010629398776,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,+,NA,+,NA,+,NA,+,0.44865692745852337,48.70859440633952,77,1259.79439952587,-2356.4083537986426,53.90553455360032,1.06291639376808e-12
-1.133484534630799,+,NA,NA,NA,+,NA,NA,+,+,+,+,NA,NA,+,NA,NA,NA,NA,+,+,0.4441444709575041,48.23862997963141,71,1253.037080385176,-2356.397495527358,53.91639282488495,1.05716131318259e-12
-1.20017099203287,+,NA,+,+,+,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,NA,NA,+,0.4418286434911245,47.996992525958646,68,1249.5904423193415,-2356.383881963763,53.930006388479796,1.04998988167285e-12
-1.1260159529569138,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,+,+,NA,NA,NA,NA,+,+,0.44442282827067203,48.26785630774404,71,1253.4523249920348,-2356.3832101203575,53.930678231885395,1.04963722651946e-12
-1.1823884327265817,+,NA,NA,+,NA,+,+,+,NA,+,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4478805046510632,48.6278236272441,76,1258.6277906488028,-2356.368705986868,53.945182365374876,1.04205272220137e-12
-1.1344544568503816,+,NA,NA,NA,NA,+,+,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.4461509186321906,48.447926193654055,74,1256.0348996594491,-2356.368402103269,53.94548624897379,1.04189440286359e-12
-1.16772983581463,+,+,NA,NA,NA,NA,NA,+,+,+,+,+,NA,+,NA,NA,NA,NA,NA,+,0.45239140733307215,49.09730347707477,82,1265.4286704971657,-2356.3509354575426,53.962952894700265,1.03283482036529e-12
-1.2027018686030861,+,+,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,+,+,NA,NA,NA,+,0.4479879991726171,48.638985160831666,76,1258.7892079418668,-2356.3380591009513,53.97582925129154,1.02620660535187e-12
-1.217166996945536,+,+,+,+,NA,+,NA,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4462905812327729,48.46211746077464,74,1256.2439726727162,-2356.330796269951,53.98309208229193,1.02248678098057e-12
-1.1363415531928378,+,NA,NA,NA,NA,NA,NA,+,+,NA,+,NA,+,NA,+,NA,NA,+,+,+,0.44771608462465695,48.61176670377264,76,1258.3809529415407,-2356.324691215566,53.98919713667692,1.01937037116039e-12
-1.1650738214748033,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,+,+,NA,NA,+,+,0.4490668498042871,48.751715746051325,78,1260.4109884230888,-2356.3213022461455,53.992586106097406,1.01764452627422e-12
-1.1496215425372251,+,NA,NA,NA,NA,+,+,+,NA,+,+,NA,NA,+,NA,NA,NA,+,NA,+,0.4464501952851343,48.478842597243656,74,1256.4829773204408,-2356.319624331972,53.99426402027075,1.0167911242211e-12
-1.184996313461637,+,NA,NA,+,+,+,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,+,NA,+,0.44661368741048746,48.49566848863898,74,1256.727860418543,-2356.31573983808,53.99814851416295,1.0148181813566e-12
-1.2020869595146915,+,NA,NA,+,+,+,+,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.44853140811759695,48.695477403635465,77,1259.605689998334,-2356.3099806509704,54.00390770127251,1.01190012089273e-12
-1.1626519544946439,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,+,+,NA,NA,NA,+,+,0.4487102276414916,48.71492436226353,77,1259.8745456088013,-2356.29340408696,54.0204842652829,1.00354786805667e-12
-1.1487316872158446,+,+,NA,NA,+,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44453651650671544,48.27947711987953,72,1253.6219813364105,-2356.276665844205,54.03722250803776,9.95184101646959e-13
-1.1440481892098198,+,NA,NA,NA,NA,NA,NA,+,+,NA,+,NA,+,+,+,NA,NA,+,NA,+,0.44716696838120396,48.55444925340524,75,1257.5571172298103,-2356.259063501135,54.054824851107696,9.86463746619979e-13
-1.194055531270372,+,+,NA,+,NA,NA,+,+,+,NA,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4499933266929801,48.84804529488947,79,1261.8062500089366,-2356.2564722831116,54.05741606913125,9.8518650288298e-13
-1.201890619298144,+,+,+,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.448123565127592,48.65327986914889,77,1258.9928230420974,-2356.2534217595457,54.06046659269714,9.83684980959161e-13
-1.1349155055237443,+,NA,NA,NA,+,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,+,+,+,+,0.44735809957467954,48.57374816241718,76,1257.843777300296,-2356.2291985528022,54.08468979944064,9.71842837062919e-13
-1.150718458260273,+,NA,+,NA,NA,+,NA,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,0.44757661354067324,48.596229223283935,76,1258.1716277582188,-2356.2288564260793,54.08503192616354,9.71676604578959e-13
-1.1416761055603453,+,+,NA,NA,+,NA,+,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.4464596073092285,48.47993289741777,74,1256.4970729523823,-2356.228165360605,54.085722991637795,9.71340916501125e-13
-1.1827604786265038,+,NA,NA,+,+,NA,+,+,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,+,0.4449331411705769,48.32091630560246,72,1254.214134198499,-2356.2263483950296,54.08753995721327,9.70458870719831e-13
-1.1987416179826185,+,NA,+,+,NA,NA,+,+,NA,NA,+,NA,+,NA,+,NA,NA,NA,NA,+,0.44695478153793855,48.53173903672493,75,1257.2389937922387,-2356.218207512606,54.09568083963677,9.66516703560955e-13
-1.1560399833705508,+,NA,NA,+,NA,+,NA,+,+,NA,+,NA,+,NA,NA,NA,NA,NA,+,+,0.44810445391587483,48.651766306337684,77,1258.9641156735674,-2356.2147943486657,54.09909400357719,9.64868670232713e-13
-1.1998276326378754,+,NA,+,+,+,+,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4451820271465906,48.34683215651622,73,1254.5859321935413,-2356.204530262282,54.109358089961006,9.59929607125519e-13
-1.1596500323574834,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,+,NA,+,+,+,0.4474450338465311,48.58249920842142,76,1257.9741948099597,-2356.1983629392444,54.11552541299852,9.5697406841781e-13
-1.16903809399444,+,NA,NA,NA,NA,+,+,+,NA,+,+,+,NA,NA,NA,+,NA,NA,NA,+,0.448057905434187,48.64636868207295,76,1258.8941983416682,-2356.190278324807,54.123610027435916,9.53113493305157e-13
-1.1750873616531692,+,NA,+,+,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.44769312260342053,48.60844586496391,76,1258.3464867559953,-2356.1857476633077,54.12814068893522,9.50956819712655e-13
-1.1964920938837633,+,NA,+,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,+,NA,+,NA,+,0.4486862588684901,48.711663208186614,77,1259.8385034366545,-2356.1672609282264,54.146627424016515,9.42207276232413e-13
-1.1572206839058734,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,+,+,+,0.4467939163188387,48.51464232954924,75,1256.9978961911504,-2356.150110919526,54.16377743271687,9.34162386517572e-13
-1.1958890293413111,+,NA,NA,+,+,+,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,NA,NA,+,0.4417270572060724,47.986412281419724,68,1249.4395793867382,-2356.0959266323953,54.21796171984761,9.0919368011894e-13
-1.1449751925737193,+,NA,+,NA,+,NA,+,+,NA,+,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.44851398291272104,48.69420117520362,77,1259.5794958200315,-2356.0893737400907,54.224514612152234,9.06219630800788e-13
-1.2119356249329452,+,+,+,+,NA,NA,+,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.44890698012125674,48.73463174281711,78,1260.1704642472375,-2356.08652441714,54.22736393510286,9.04929493827049e-13
-1.1429421655691383,+,+,NA,NA,NA,NA,+,+,NA,NA,+,+,+,NA,NA,NA,NA,+,NA,+,0.45134597458657344,48.988979198815436,81,1263.8475456913511,-2356.0623493210464,54.251539031196444,8.94056958618102e-13
-1.146650322386941,+,NA,+,NA,NA,NA,NA,+,NA,NA,+,+,+,NA,+,NA,NA,+,NA,+,0.44802913569997194,48.643958178052124,77,1258.8509882144963,-2356.058706748644,54.255181603598885,8.92430106947216e-13
-1.141129805254192,+,+,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.4477979417790976,48.619375344825684,76,1258.5038328744286,-2356.018247908781,54.29564044346171,8.74558142762249e-13
