(Intercept),mgmt_highest,"s(calcite, k = 6, bs = ""cr"")","s(currents_velocity_mean, k = 6, bs = ""cr"")","s(dhw_max_cumul, k = 6, bs = ""cr"")","s(diffuse_atn_max, k = 6, bs = ""cr"")","s(dissolved_oxygen, k = 6, bs = ""cr"")","s(gebco_depth, k = 6, bs = ""cr"")","s(method_cat, bs = ""re"")","s(par_max, k = 6, bs = ""cr"")","s(ph_mean, k = 6, bs = ""cr"")","s(region, bs = ""re"")","s(score_cn, k = 6, bs = ""cr"")","s(score_cy, k = 6, bs = ""cr"")","s(sst_annualtrend, k = 6, bs = ""cr"")","s(sst_kurtosis, k = 6, bs = ""cr"")","s(sst_max, k = 6, bs = ""cr"")","s(sst_range, k = 6, bs = ""cr"")","s(sst_skewness, k = 6, bs = ""cr"")","s(sst_var, k = 6, bs = ""cr"")","te(longitude, latitude, bs = ""gp"", k = c(10, 10), m = 2)",R^2,Dev_exp,df,logLik,AICc,delta,weight
-1.1565000533496903,+,NA,NA,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,NA,+,NA,+,+,0.4540038622250342,49.26500734550989,79,1267.8732942938575,-2367.6176106820303,42.69627767021257,2.88774147704897e-10
-1.2002666683848373,+,NA,+,+,NA,+,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4503696898763503,48.886715944398816,74,1262.3737192663336,-2367.6172691017077,42.69661925053515,2.88724832133061e-10
-1.1774311868397604,+,NA,NA,+,+,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,+,0.45036763636819066,48.88646517813856,74,1262.370621993398,-2367.5969490678217,42.71693928442119,2.85806234553355e-10
-1.1366898486371717,+,NA,NA,NA,+,NA,NA,+,+,+,+,NA,+,+,NA,NA,NA,NA,NA,+,0.4498518871763739,48.833264147828146,74,1261.5930920762698,-2367.5925777236976,42.721310628545325,2.85182238025626e-10
-1.137554768952512,+,NA,NA,NA,NA,+,+,+,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.45187664997887533,49.044171860689275,77,1264.6497685387628,-2367.5874251903138,42.72646316192913,2.84448478111132e-10
-1.1637672295386194,+,NA,+,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,+,+,0.4457113191200457,48.40170082115818,68,1255.3771691369448,-2367.58180158717,42.732086765072836,2.83649788837364e-10
-1.1205529142757007,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,+,NA,+,NA,NA,NA,+,+,0.4517224698112021,49.028325396800035,76,1264.4166141111248,-2367.5737149028487,42.740173449394206,2.82505211206139e-10
-1.1504929589532753,+,NA,NA,NA,+,NA,+,+,+,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.44962577599286613,48.809616992825546,73,1261.252442609208,-2367.5489119619665,42.76497639027639,2.79023365805831e-10
-1.1861224127959922,+,NA,NA,+,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,+,+,NA,NA,+,0.450214832948843,48.870770542987266,74,1262.1401835440927,-2367.542141227011,42.77174712523174,2.78080366278307e-10
-1.2051781417290441,+,+,+,+,NA,NA,NA,+,NA,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,0.4523071880621192,49.08853161191969,77,1265.301184536746,-2367.53717217123,42.776716181012944,2.773903254203e-10
-1.1573221637426028,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,NA,+,+,NA,NA,+,NA,+,0.45096663682914906,48.94905452212875,75,1263.274575615,-2367.5270273841743,42.786860968068595,2.75986855015233e-10
-1.1766170257633486,+,+,NA,+,NA,+,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,+,+,0.45119965888282487,48.97359009888441,76,1263.626496465387,-2367.516278568381,42.797609783861844,2.74507567789423e-10
-1.149808463317331,+,NA,+,NA,NA,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.45189059538955256,49.04525342202401,77,1264.670860310384,-2367.5051248916725,42.80876346057039,2.72980944279748e-10
-1.191155890585363,+,NA,+,+,NA,NA,+,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4523966451545499,49.097886706195645,77,1265.4365998372627,-2367.4842944878706,42.82959386437233,2.70152547360264e-10
-1.1889775549446977,+,NA,NA,+,NA,NA,NA,+,+,NA,+,+,NA,+,NA,+,NA,NA,NA,+,0.4523810396954834,49.09613866057677,77,1265.4129755458507,-2367.4799754856153,42.83391286662754,2.69569782097209e-10
-1.146793434646379,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,+,NA,NA,+,+,NA,+,0.4544962035096607,49.31646788025689,80,1268.6211659882542,-2367.4731825329145,42.84070581932838,2.68655747834103e-10
-1.2072352390015493,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,+,+,NA,NA,NA,+,0.45367685341166153,49.231599584901986,79,1267.376937013957,-2367.453402923168,42.86048542907474,2.66011890077847e-10
-1.189310927776665,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,+,0.45576191112207887,49.448057499224554,82,1270.5468918809893,-2367.446034488995,42.867853863248,2.65033647662397e-10
-1.1636132662613778,+,+,+,NA,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,+,NA,NA,+,0.45180861397458016,49.0369688493928,77,1264.5468750068626,-2367.4438540760257,42.87003427621721,2.64744863706751e-10
-1.1649607965604651,+,NA,+,+,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,0.4492032123097809,48.765656199296934,73,1260.616201177584,-2367.4394128288873,42.87447552335561,2.64157617290513e-10
-1.1492142843043678,+,NA,NA,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,+,+,+,NA,+,0.4548769165224884,49.35602249100631,81,1269.1999360630632,-2367.4342679059228,42.87962044632013,2.63478955284979e-10
-1.1376623764205156,+,NA,NA,NA,NA,NA,+,+,+,+,+,NA,+,+,NA,NA,NA,NA,NA,+,0.45148569279919326,49.003448347381855,76,1264.0586826617591,-2367.434062802846,42.87982554939708,2.63451936498191e-10
-1.1370820858641397,+,NA,NA,NA,+,+,NA,+,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.45009190803706944,48.85831228322702,74,1261.9548504951729,-2367.418052417797,42.89583593444604,2.61351371954912e-10
-1.1442350240710786,+,NA,NA,NA,+,+,NA,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,0.4498674125056049,48.834607675436224,74,1261.6164870116343,-2367.396902057042,42.916986295200786,2.58602096717311e-10
-1.1429519089961886,+,+,NA,NA,NA,NA,+,+,NA,+,+,NA,+,NA,+,NA,NA,NA,NA,+,0.45527701348477445,49.39788464004663,81,1269.8086099038337,-2367.3253702625375,42.988518089705394,2.49516408112745e-10
-1.1374237115951706,+,NA,NA,NA,+,+,NA,+,NA,+,+,NA,+,NA,NA,NA,NA,+,NA,+,0.4510855152077756,48.9614384361494,76,1263.4540926593647,-2367.3060200533705,43.00786829887238,2.47113951519021e-10
-1.1623268595892913,+,NA,NA,NA,NA,+,NA,+,NA,+,+,+,+,NA,NA,NA,+,NA,NA,+,0.44927679249124575,48.77305542455092,73,1260.7269535393948,-2367.2758787554035,43.0380095968394,2.43417706262867e-10
-1.161066923930099,+,NA,NA,+,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,+,+,0.4455928507674284,48.38936791547189,68,1255.2000055506371,-2367.2661635341037,43.04772481813916,2.42238145064522e-10
-1.1815220175379146,+,+,NA,+,+,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44915756119756833,48.76055902235975,73,1260.5474948876556,-2367.221486089893,43.09240226234988,2.36886847563685e-10
-1.1826691272842955,+,NA,NA,+,NA,NA,NA,+,NA,+,+,+,NA,+,NA,NA,NA,NA,+,+,0.4511961774433887,48.972757091705,76,1263.6212375325438,-2367.2129051465445,43.10098320569841,2.3587266846332e-10
-1.1901396625420761,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,+,+,NA,+,NA,+,0.45406488712542303,49.27212802366789,80,1267.965955150381,-2367.1702830583386,43.14360529390433,2.3089915919032e-10
-1.189447507032749,+,NA,NA,+,NA,+,+,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4523403025421856,49.09204429787074,77,1265.3513088642987,-2367.152790428574,43.161097923668876,2.2888844841073e-10
-1.1617269750391734,+,NA,+,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.455394340468694,49.40979821155173,82,1269.9871860762282,-2367.1402301975504,43.173658154692475,2.27455506744568e-10
-1.1508448917921945,+,NA,+,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,+,+,NA,+,0.45492923764283477,49.361507904766036,81,1269.279507616262,-2367.1400117120866,43.17387664015632,2.27430660240795e-10
-1.1537111021176778,+,NA,NA,NA,NA,NA,+,+,+,+,+,+,NA,+,NA,NA,NA,NA,NA,+,0.45236830111879356,49.09497373741839,77,1265.3936917773585,-2367.1372680739773,43.176620278265545,2.27118880429111e-10
-1.159995654843182,+,NA,NA,NA,+,+,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.45100969135015845,48.953585529497296,76,1263.339587324403,-2367.1319194856287,43.18196886661417,2.26512309166809e-10
-1.19410376777455,+,NA,NA,+,+,NA,+,+,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,0.45000004175537434,48.848194276725955,74,1261.816371378327,-2367.130976838073,43.18291151416997,2.26405573684972e-10
-1.1492685343900062,+,NA,NA,NA,NA,NA,+,+,+,NA,+,+,NA,NA,+,NA,NA,+,NA,+,0.4538897961422277,49.253598205961055,80,1267.7001229104753,-2367.1196699066854,43.19421844555745,2.25129208883144e-10
-1.1826005598791145,+,NA,+,+,+,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.44913306878968406,48.758016458847486,73,1260.5106354278162,-2367.1141712367307,43.19971711551216,2.2451110335366e-10
-1.208449124066694,+,+,+,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4530187153648597,49.16288885647286,78,1266.3788682398451,-2367.0947559099413,43.21913244230154,2.22342169805439e-10
-1.1398260375597724,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,+,+,NA,+,NA,NA,NA,+,+,0.45264753254464696,49.124203257142234,78,1265.8164976300216,-2367.0689540634194,43.244934288823515,2.19492173852506e-10
-1.1338478293262055,+,NA,NA,NA,NA,NA,+,+,NA,NA,+,+,+,NA,NA,NA,+,+,NA,+,0.4555581507629638,49.42771943572283,82,1270.2365759951813,-2367.05311518481,43.260773167432944,2.1776078377218e-10
-1.1652851012525618,+,NA,NA,NA,+,NA,+,+,NA,+,+,+,NA,NA,NA,NA,+,NA,NA,+,0.4494350948177529,48.789552170731184,73,1260.965279238303,-2367.040058638021,43.27382971422185,2.16343812062894e-10
-1.1881034446028833,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,+,NA,NA,+,+,NA,NA,+,0.4537259288579828,49.23634460164589,79,1267.4514082726562,-2367.00101046193,43.31287789031285,2.1216086343078e-10
-1.1982297872906444,+,+,NA,+,NA,NA,+,+,NA,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,0.45291383882912994,49.151624985587446,78,1266.2199335256837,-2366.9947079061776,43.319180446065275,2.11493337927236e-10
-1.149843475440685,+,NA,+,NA,NA,NA,NA,+,+,+,+,NA,NA,+,NA,NA,NA,+,NA,+,0.4516824401420456,49.02357081253928,77,1264.3560911413492,-2366.9769086630345,43.33697968920842,2.09619477945103e-10
-1.1444809418045852,+,NA,NA,NA,NA,+,+,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,0.451340003028336,48.987950511242175,76,1263.83852289263,-2366.943366624914,43.370521727329105,2.06133261102412e-10
-1.1783178036990432,+,+,+,NA,NA,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.45323655042251254,49.18539127018777,79,1266.7090828859743,-2366.942952986892,43.37093536535076,2.06090633233531e-10
-1.1823566076125067,+,+,NA,+,+,NA,NA,+,+,NA,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.44974364499227937,48.821945242273785,74,1261.4300015517817,-2366.935047508127,43.378840844115985,2.05277618547301e-10
-1.1418470192424428,+,NA,NA,NA,NA,NA,NA,+,NA,+,+,NA,+,NA,+,NA,NA,+,+,+,0.4547378595504492,49.341856824423544,81,1268.9884911022991,-2366.924652515947,43.38923583629594,2.04213456811373e-10
-1.2015658130488516,+,+,NA,+,+,NA,NA,+,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,0.44830156718753655,48.67132541621246,72,1259.2602515841832,-2366.9244790684033,43.38940928383954,2.0419574741807e-10
-1.1487673817714998,+,+,NA,NA,NA,NA,NA,+,+,NA,+,NA,+,+,NA,NA,+,NA,NA,+,0.4519936465139335,49.056648755759724,77,1264.826736880413,-2366.8733843695663,43.440503982676546,1.99045159377088e-10
-1.1821982856450501,+,NA,+,+,NA,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,+,0.45108318601869246,48.961023385079436,76,1263.4505750009557,-2366.8645298350807,43.44935851716218,1.981658810993e-10
-1.1825737108301244,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,+,0.4508812351123591,48.940529148486576,76,1263.1456353314952,-2366.864004522819,43.449883829423925,1.98113838450659e-10
-1.1613537379275092,+,NA,NA,+,NA,+,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,+,+,0.45121450379800643,48.97480543261212,76,1263.6489210161926,-2366.858936793029,43.454951559213896,1.97612480205473e-10
-1.1501597911748658,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,+,NA,NA,+,NA,+,NA,+,0.4543142792281847,49.297507091148354,80,1268.3447424553021,-2366.8290402931043,43.484848059138585,1.94680488126898e-10
-1.1744678328797677,+,NA,+,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,+,NA,NA,NA,+,0.4549567523146938,49.3641654129506,81,1269.321355831707,-2366.7849907022905,43.52889764995234,1.90439564380113e-10
-1.204648618678523,+,+,NA,+,NA,+,NA,+,NA,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,0.4521892299616844,49.07626586990874,77,1265.1226597610223,-2366.748013161918,43.56587519032473,1.86950920782497e-10
-1.1477387667529166,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,+,+,0.4543467066348096,49.3010283111082,80,1268.3940072937287,-2366.7416388463976,43.57224950584532,1.86356027217928e-10
-1.17775351795368,+,+,NA,NA,NA,+,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.45306834175444466,49.167908352623144,79,1266.4540849694065,-2366.7230278602988,43.59086049194411,1.84629936022235e-10
-1.1823833619749773,+,NA,NA,+,NA,+,NA,+,NA,+,+,+,NA,NA,NA,NA,NA,NA,+,+,0.45100089382559383,48.95246626088836,76,1263.3263027739954,-2366.6806760374748,43.633212314768116,1.80761334001741e-10
-1.177999933444246,+,NA,NA,+,+,NA,+,+,NA,NA,+,+,NA,NA,NA,NA,NA,NA,+,+,0.45046714413209965,48.896961464351364,75,1262.5207212415228,-2366.6766585999358,43.63722975230712,1.80398599754845e-10
-1.1929925568801216,+,+,NA,+,NA,NA,+,+,+,NA,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.4538856695440845,49.2526173995747,80,1267.6938587225666,-2366.670774611115,43.64311374112776,1.79868648022495e-10
-1.1756034977252836,+,+,NA,NA,NA,NA,NA,+,NA,+,+,NA,NA,+,+,NA,NA,+,NA,+,0.4527664418660179,49.13645762082733,78,1265.9966128982596,-2366.664703690881,43.64918466136169,1.79323491733807e-10
-1.129837558001538,+,NA,NA,NA,NA,NA,+,+,+,NA,+,+,+,NA,NA,NA,NA,+,NA,+,0.4564836295430825,49.52378941129054,83,1271.6469648867555,-2366.662362879666,43.65152547257685,1.79113733288686e-10
-1.1433453853034712,+,+,NA,NA,NA,NA,NA,+,+,NA,+,+,+,NA,NA,NA,NA,+,NA,+,0.4565063773877911,49.525585839473116,83,1271.6816618322969,-2366.659871677961,43.65401667428205,1.78890767961518e-10
-1.1676860045544957,+,NA,NA,+,NA,NA,NA,+,NA,+,+,NA,NA,+,NA,NA,NA,+,+,+,0.4510658783119843,48.95933375171851,76,1263.424436500006,-2366.6431129153248,43.67077543691812,1.77398036818431e-10
-1.1575501970570743,+,NA,+,NA,NA,NA,NA,+,+,+,+,NA,NA,NA,NA,+,NA,+,NA,+,0.45344341699948376,49.206825665491785,79,1267.0227923017824,-2366.6398511013062,43.674037250936635,1.77108952915314e-10
-1.1669106736218646,+,+,NA,+,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,+,+,0.45236131410822555,49.094479564435666,78,1265.3831149703135,-2366.609236097384,43.704652254858956,1.74418501848961e-10
-1.1474359056645151,+,NA,NA,NA,NA,+,NA,+,+,+,+,NA,NA,+,NA,NA,NA,+,NA,+,0.45144783508248776,48.99918015676165,76,1264.0014681757477,-2366.586654979151,43.727233373092076,1.72460294870745e-10
-1.2155298762268416,+,+,NA,+,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,+,0.45565454080929346,49.43679586624874,82,1270.3833582877328,-2366.559899636047,43.75398871619609,1.70168541033248e-10
-1.2127892642844225,+,+,NA,+,+,NA,NA,+,NA,NA,+,+,NA,NA,NA,+,NA,NA,NA,+,0.44958564636351206,48.80506174595441,74,1261.191999644183,-2366.530168267327,43.783720084915785,1.6765757903948e-10
-1.1246946242756628,+,+,NA,NA,NA,NA,NA,+,+,NA,+,NA,NA,NA,NA,NA,+,+,+,+,0.4539576332161195,49.260836830466474,80,1267.8031065701587,-2366.517934984616,43.79595336762668,1.66635207684948e-10
-1.1737883972408905,+,NA,NA,+,NA,NA,+,+,+,NA,+,NA,NA,NA,NA,+,+,NA,NA,+,0.4529533621977432,49.15629027584003,79,1266.2798254741297,-2366.5018759256604,43.81201242658244,1.65302562788527e-10
-1.162771013861777,+,+,NA,NA,NA,NA,+,+,+,+,+,+,NA,NA,NA,NA,NA,NA,NA,+,0.45414203705549616,49.279368687124126,80,1268.0831152488531,-2366.4789815575846,43.83490679465831,1.63421103182713e-10
-1.1880740880166298,+,NA,+,+,NA,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.44974226659468686,48.82158003462866,74,1261.4279249012122,-2366.477178328076,43.83671002416668,1.63273826708236e-10
-1.156261593330445,+,NA,NA,+,NA,+,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,NA,+,+,0.4491894508490458,48.76466046748062,73,1260.5954891678352,-2366.4654347481646,43.84845360407826,1.62317926262299e-10
-1.1659073115850704,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,+,+,NA,NA,NA,+,+,0.4487936966383924,48.72294546040327,73,1260.0000713137663,-2366.4262184166287,43.88766993561421,1.59166170513277e-10
-1.1774037932292238,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,+,NA,+,+,NA,NA,NA,+,+,0.4518151958287757,49.0375147294062,77,1264.5568284465248,-2366.3939950214117,43.9198933308312,1.56622281519338e-10
-1.1738372591301627,+,+,NA,NA,+,NA,NA,+,NA,+,+,+,NA,NA,NA,NA,+,NA,NA,+,0.44756143967747486,48.59433840744375,71,1258.1488572525843,-2366.3924542488467,43.92143410339622,1.56501668327459e-10
-1.1803287864263368,+,NA,NA,+,+,NA,NA,+,NA,NA,+,+,NA,+,NA,NA,NA,NA,+,+,0.4488998910937262,48.7337475516321,73,1260.159800410439,-2366.37029022542,43.94359812682296,1.54776889666333e-10
-1.1609615561741604,+,NA,+,NA,+,NA,NA,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,0.4536582684196778,49.2292746374081,80,1267.3487363118686,-2366.3579727780716,43.955915574171286,1.53826590889244e-10
-1.1386594706649966,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,+,+,+,+,0.44701813927484324,48.5377916765065,70,1257.3339707868165,-2366.352904312203,43.960984040039875,1.53437252022503e-10
-1.1811412993418926,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,+,+,+,NA,+,0.45106418517833224,48.95910489569239,76,1263.4218795344661,-2366.339930478626,43.97395787361711,1.5244513869368e-10
-1.1382418631374598,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,+,+,NA,NA,NA,+,NA,+,0.4508634932877841,48.938324505617274,76,1263.11885108023,-2366.3246815409107,43.989206811332224,1.51287245251735e-10
-1.1918300626455753,+,+,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,+,0.4485687844547528,48.69937407681474,73,1259.6618782092764,-2366.2756495447456,44.03823880749724,1.4762338256953e-10
-1.1584328338582026,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,NA,NA,+,+,+,0.45144470826914784,48.99928263857797,77,1263.9967427894728,-2366.2514635738853,44.06242477835758,1.45848926018276e-10
-1.188614083230092,+,NA,NA,+,NA,+,NA,+,NA,NA,+,NA,+,NA,+,NA,NA,+,NA,+,0.4535353522713751,49.2171085814411,79,1267.1622485875982,-2366.2417409489485,44.072147403294366,1.45141629403571e-10
-1.144553480360664,+,NA,NA,NA,NA,+,+,+,+,+,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.452616746563416,49.12127320798762,78,1265.7698716216432,-2366.236924790686,44.07696356155702,1.44792537364039e-10
-1.1461203782046523,+,NA,+,NA,NA,NA,+,+,NA,+,+,+,+,NA,NA,NA,NA,NA,NA,+,0.4528281004675947,49.142842991432424,78,1266.090024312472,-2366.230655762014,44.08323259022882,1.44339393643702e-10
-1.1373122483682623,+,NA,NA,NA,+,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,+,NA,+,+,0.4493218989505776,48.7779008189261,74,1260.794854774878,-2366.228078257354,44.085810094888984,1.44153495727737e-10
-1.158064731497618,+,NA,+,+,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,NA,+,+,0.44919903094223756,48.765669716122545,74,1260.6099078574093,-2366.205968635003,44.10791971723984,1.42568682099713e-10
-1.144036127715229,+,NA,NA,NA,+,NA,NA,+,NA,NA,+,+,+,NA,NA,NA,+,+,NA,+,0.4544781739878555,49.31497714070128,81,1268.5937670468004,-2366.1915646845855,44.12232366765738,1.41545594533488e-10
-1.1630189915812166,+,NA,NA,+,NA,NA,+,+,NA,NA,+,NA,+,NA,+,NA,NA,NA,+,+,0.45220721028605815,49.078970203102294,78,1265.1498697655436,-2366.1869492945275,44.12693905771539,1.41219327076294e-10
-1.1575086947398652,+,+,NA,NA,+,NA,NA,+,+,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.4476053769884969,48.599084573838084,71,1258.214793054307,-2366.164282504277,44.149605847966086,1.39627867995154e-10
-1.1509438825476752,+,NA,NA,NA,NA,NA,+,+,NA,+,+,+,NA,NA,NA,NA,+,NA,+,+,0.44950994278210055,48.79742407131881,74,1261.0779874402706,-2366.1099177198453,44.20397063239761,1.35883568577649e-10
-1.1418582308271532,+,NA,+,NA,NA,NA,+,+,+,+,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.45327199339787716,49.18934342757385,79,1266.7628230892865,-2366.104127126427,44.20976122581578,1.35490714317984e-10
-1.1653526283247584,+,NA,+,+,NA,NA,NA,+,NA,+,+,NA,NA,NA,NA,NA,NA,+,+,+,0.4510296913579267,48.95558581701581,76,1263.3697887836915,-2366.101115309696,44.212773042546814,1.35286831270965e-10
-1.1408046356781218,+,NA,NA,NA,NA,NA,+,+,+,+,+,NA,NA,+,+,NA,NA,NA,NA,+,0.4522857023822068,49.08672852439926,78,1265.2686639724839,-2366.0975361294563,44.216352222786554,1.35044939802223e-10
-1.1740585906437258,+,NA,NA,+,NA,NA,NA,+,+,NA,+,NA,NA,+,+,+,NA,NA,NA,+,0.4510885552029129,48.962020701287514,76,1263.4586838352532,-2366.0938587678957,44.22002958434723,1.3479686340347e-10
-1.1873530299844992,+,+,NA,+,+,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.45007911040717885,48.856775544172294,75,1261.9355579772312,-2366.078372458078,44.23551589416502,1.33757140969671e-10
-1.1354912819830592,+,NA,NA,NA,NA,NA,+,+,+,+,+,NA,NA,NA,NA,NA,+,NA,+,+,0.4516432423488751,49.0197254158228,77,1264.2968302103081,-2366.064053387711,44.249834964532056,1.32802921971116e-10
-1.1825889760091537,+,NA,NA,+,NA,+,+,+,NA,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,0.4494644271404783,48.792701810723045,74,1261.0094468615673,-2366.0238146218658,44.29007373037712,1.30157708392172e-10
-1.1718089760280055,+,NA,NA,NA,+,NA,NA,+,NA,+,+,+,NA,NA,NA,+,+,NA,NA,+,0.44769706152302857,48.608481535864684,72,1258.3523990053852,-2366.0126221771825,44.30126617506039,1.29431351240244e-10
-1.176258668437739,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,+,+,NA,+,0.45208248321490463,49.06498232773015,78,1264.9611360430997,-2365.9827984728468,44.33108987939613,1.2751560919485e-10
-1.1596156681224263,+,+,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,NA,+,+,0.4491840986512594,48.763442770033755,74,1260.5874338565943,-2365.9054789739544,44.408409378288525,1.22679962394972e-10
-1.1911648405048005,+,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,+,NA,NA,+,NA,+,NA,+,0.45301754348821877,49.16247859546537,79,1266.3770921558694,-2365.902656344987,44.411232007255876,1.22506944507231e-10
-1.153419689713947,+,NA,NA,NA,+,NA,+,+,NA,+,+,NA,NA,NA,NA,NA,+,+,NA,+,0.4491903939134272,48.764049844073554,74,1260.5969085325198,-2365.890181476488,44.42370687575476,1.21745193650902e-10
-1.1331870043817394,+,NA,NA,NA,+,NA,NA,+,+,NA,+,+,+,NA,NA,NA,NA,+,NA,+,0.455469546414874,49.418017272378776,82,1270.1016726472483,-2365.8745819560318,44.43930639621112,1.20799303983158e-10
-1.1807726000905163,+,NA,NA,+,NA,NA,+,+,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,+,0.44943590423186885,48.789668097419955,74,1260.9664979952363,-2365.8685534796164,44.44533487262652,1.2043573432368e-10
-1.1435424245813135,+,NA,NA,NA,NA,NA,NA,+,+,NA,+,+,+,+,NA,NA,+,NA,NA,+,0.4522754440096207,49.08593015496363,78,1265.2531374264863,-2365.8615410477196,44.4523473045233,1.20014200058166e-10
-1.179695722162032,+,NA,NA,+,NA,NA,NA,+,NA,NA,+,NA,+,+,NA,+,+,NA,NA,+,0.44951774343013173,48.79870063335694,74,1261.0897347605928,-2365.8315210118076,44.4823673404353,1.18226237008037e-10
-1.1626383178690307,+,NA,NA,NA,NA,NA,+,+,NA,+,+,NA,NA,NA,+,+,NA,+,NA,+,0.45506750125442486,49.375746115673365,82,1269.4898198946069,-2365.8240260383577,44.48986231388517,1.17784014882617e-10
-1.138620514621496,+,NA,+,NA,NA,NA,NA,+,+,+,+,NA,+,NA,NA,NA,NA,NA,+,+,0.44934835513277627,48.780983726570966,74,1260.834683309662,-2365.8211194594123,44.492768892830554,1.17612964936386e-10
-1.157915336178971,+,NA,NA,+,NA,NA,+,+,+,NA,+,NA,+,NA,NA,NA,NA,NA,+,+,0.45127134449276707,48.9814506861771,77,1263.7347894962031,-2365.780723030655,44.53316532158806,1.15261223498114e-10
