(Intercept),mgmt_highest,"s(calcite, k = 6, bs = ""cr"")","s(currents_velocity_mean, k = 6, bs = ""cr"")","s(dhw_max_cumul, k = 6, bs = ""cr"")","s(diffuse_atn_max, k = 6, bs = ""cr"")","s(dissolved_oxygen, k = 6, bs = ""cr"")","s(gebco_depth, k = 6, bs = ""cr"")","s(method_cat, bs = ""re"")","s(par_max, k = 6, bs = ""cr"")","s(ph_mean, k = 6, bs = ""cr"")","s(region, bs = ""re"")","s(score_cn, k = 6, bs = ""cr"")","s(score_cy, k = 6, bs = ""cr"")","s(sst_annualtrend, k = 6, bs = ""cr"")","s(sst_kurtosis, k = 6, bs = ""cr"")","s(sst_max, k = 6, bs = ""cr"")","s(sst_range, k = 6, bs = ""cr"")","s(sst_skewness, k = 6, bs = ""cr"")","s(sst_var, k = 6, bs = ""cr"")","te(longitude, latitude, bs = ""gp"", k = c(10, 10), m = 2)",R^2,Dev_exp,df,logLik,AICc,delta,weight
-1.1674893928144843,+,NA,NA,NA,NA,NA,+,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4195731493660153,45.6691483257667,62,1217.1783856214872,-2304.301292724351,48.118648654234676,1.01002697066652e-11
-1.1477711603614507,+,NA,NA,NA,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.41963801895356023,45.67595583318925,62,1217.2710413856762,-2303.976397823373,48.44354355521227,8.58584293627668e-12
-1.157734627097427,+,NA,NA,NA,NA,+,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.4203170067348828,45.74728050412438,63,1218.241488131208,-2303.9499117411333,48.47002963745217,8.47288983727667e-12
-1.1778285977642071,+,+,NA,NA,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4235123255702341,46.082165568456134,67,1222.8237286823237,-2303.814068851724,48.605872526861276,7.91650793113562e-12
-1.1504095016609361,+,NA,NA,NA,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,+,+,0.42152784975516455,45.874222697518185,65,1219.9749160491706,-2303.2078091316926,49.21213224689291,5.8463663458228e-12
-1.1621043447964488,+,NA,NA,NA,+,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4192089011516813,45.630923753262245,62,1216.658307922514,-2303.1813484339004,49.238592944685024,5.76952631038278e-12
-1.1600636324838698,+,NA,+,NA,NA,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,NA,NA,NA,+,0.4211719715651302,45.836978549951425,65,1219.4650690202445,-2301.7090297635095,50.71091161507593,2.76331389672621e-12
-1.163599545588303,+,NA,+,NA,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.42071549810302533,45.789036147960005,65,1218.811563406981,-2301.6862585674603,50.73368281112516,2.73203034440267e-12
-1.1671569758033853,+,NA,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.418459767676856,45.55231436331332,62,1215.5897111808347,-2301.5161433166363,50.903798061949146,2.50925883145112e-12
-1.154935383590929,+,NA,NA,NA,NA,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.4215756915085078,45.879157486673684,66,1220.0434802032826,-2301.4912028030117,50.92873857557379,2.4781620249764e-12
-1.1633499292883385,+,NA,NA,NA,NA,NA,NA,+,NA,NA,+,NA,NA,+,+,NA,NA,NA,NA,+,0.4156654134889627,45.25895193785758,59,1211.615829902716,-2299.3516520202725,53.068289358312995,8.5022162778102e-13
-1.1579870566136308,+,NA,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.417740414463191,45.476791374986746,62,1214.5648890749667,-2298.69520428988,53.7247370887053,6.12331124235033e-13
-1.1642738149123033,+,NA,NA,NA,NA,NA,+,+,NA,NA,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.41862934891999337,45.57016740350509,64,1215.8314886954554,-2297.737084098252,54.68285728033334,3.79256627385311e-13
-1.1709938260470116,+,NA,NA,NA,NA,+,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.4154479449266719,45.23612213234697,60,1211.3073629670776,-2297.716560539395,54.703380839190686,3.75384680040632e-13
-1.1608315950129706,+,NA,NA,NA,NA,+,+,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4171684115666241,45.416797511396005,62,1213.7508919390402,-2297.5539789166596,54.86596246192585,3.46076726116925e-13
-1.1521043964899298,+,NA,NA,NA,NA,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,+,0.4207219463201616,45.78960242338683,67,1218.8207913454817,-2297.5351725103164,54.88476886826902,3.42837748596031e-13
-1.1533368351406021,+,NA,NA,NA,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,+,NA,NA,+,+,0.41708973428517304,45.40852825917176,62,1213.6389915792995,-2297.5329005451213,54.8870408334642,3.42448512004684e-13
-1.1478609524141248,+,NA,NA,NA,NA,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,+,+,0.4152230421157307,45.212495339694044,60,1210.9884716533356,-2297.152764638749,55.267176739836486,2.83171681835774e-13
-1.17250791129014,+,NA,NA,NA,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,+,NA,NA,NA,+,0.41662477717027957,45.359707028737134,62,1212.9780051013695,-2296.6221889422495,55.79775243633594,2.17188472848691e-13
-1.1512984486836848,+,NA,NA,NA,NA,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.4153288465272079,45.223614748720195,60,1211.1384772098065,-2296.5924601899596,55.827481188625825,2.13983977111394e-13
-1.1574913326223029,+,NA,+,NA,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,+,NA,+,0.42192133312702407,45.915398673916044,69,1220.53900320043,-2296.158750700371,56.26119067821446,1.72267137009204e-13
