(Intercept),mgmt_highest,"s(calcite, k = 6, bs = ""cr"")","s(currents_velocity_mean, k = 6, bs = ""cr"")","s(dhw_max_cumul, k = 6, bs = ""cr"")","s(diffuse_atn_max, k = 6, bs = ""cr"")","s(dissolved_oxygen, k = 6, bs = ""cr"")","s(gebco_depth, k = 6, bs = ""cr"")","s(method_cat, bs = ""re"")","s(par_max, k = 6, bs = ""cr"")","s(ph_mean, k = 6, bs = ""cr"")","s(region, bs = ""re"")","s(score_cn, k = 6, bs = ""cr"")","s(score_cy, k = 6, bs = ""cr"")","s(sst_annualtrend, k = 6, bs = ""cr"")","s(sst_kurtosis, k = 6, bs = ""cr"")","s(sst_max, k = 6, bs = ""cr"")","s(sst_range, k = 6, bs = ""cr"")","s(sst_skewness, k = 6, bs = ""cr"")","s(sst_var, k = 6, bs = ""cr"")","te(longitude, latitude, bs = ""gp"", k = c(10, 10), m = 2)",R^2,Dev_exp,df,logLik,AICc,delta,weight
-1.1627564636094951,+,NA,NA,NA,+,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.41689627845736443,45.38819431348626,62,1213.3639093170325,-2295.8296134860243,56.59032789256116,1.46127245541691e-13
-1.152789893186834,+,NA,+,NA,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,+,+,0.41672211548975113,45.36992469494853,63,1213.1163383668818,-2294.8235448605983,57.59639651798716,8.83621291194834e-14
-1.1546810529244533,+,NA,NA,NA,NA,NA,+,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.41748088508314984,45.449564954489205,64,1214.195462917825,-2293.962016710181,58.4579246684043,5.74364660712578e-14
-1.1718429438719367,+,NA,+,NA,NA,NA,NA,+,NA,NA,+,NA,NA,NA,+,NA,NA,NA,NA,+,0.41614331027897256,45.30914629502998,62,1212.294103177101,-2293.6322937157065,58.78764766287895,4.87067635210375e-14
-1.1568867632834954,+,NA,NA,NA,NA,+,NA,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.4132059019810519,45.00059694868612,59,1208.1338247830768,-2292.17660144493,60.243339933655534,2.35228377030501e-14
-1.1599543550194473,+,NA,NA,NA,NA,NA,NA,+,NA,NA,+,NA,NA,+,NA,+,NA,NA,NA,+,0.41444412969657884,45.13068622453249,61,1209.8849932662208,-2292.1386357758256,60.28130560275986,2.30805190796657e-14
-1.1669240946528552,+,NA,NA,NA,NA,+,NA,+,NA,NA,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4146501047494423,45.152345548513345,62,1210.1766534930441,-2290.988479337195,61.43146204139066,1.298650462549e-14
-1.1652531061240363,+,NA,+,NA,NA,+,NA,+,NA,NA,+,NA,NA,NA,NA,NA,NA,NA,NA,+,0.4147905568738981,45.16709305539999,62,1210.3755922531998,-2289.7964568352545,62.62348454333096,7.15563001508561e-15
-1.15903084812614,+,NA,+,NA,NA,NA,NA,+,NA,NA,+,NA,NA,+,NA,NA,NA,NA,NA,+,0.414505717925426,45.13715367590317,62,1209.972191310912,-2289.5217221134058,62.898219265179705,6.2372045962064e-15
-1.1684742203626812,+,NA,+,NA,NA,NA,NA,+,NA,NA,+,NA,NA,NA,NA,+,NA,NA,NA,+,0.4158399116167718,45.277319199648844,64,1211.8634287187606,-2288.8119735575037,63.60796782108173,4.37391208534218e-15
