project,tags,country,site,latitude,longitude,management,management_rules,sample_date,Protocol,HardCoralCover
2012_Western Bua,WCS Fiji,Fiji,DAM19,-16.935588,178.507157,Dama_LMMA,access restriction,2012-11-19,benthicpit_percent_cover_benthic_category_avg_Hard coral,54.67
2012_Western Bua,WCS Fiji,Fiji,DAM20,-16.888132,178.619,Dama_LMMA,access restriction,2012-11-21,benthicpit_percent_cover_benthic_category_avg_Hard coral,34.33
2012_Western Bua,WCS Fiji,Fiji,DAM22,-16.938472,178.569678,Dama_LMMA,access restriction,2012-11-19,benthicpit_percent_cover_benthic_category_avg_Hard coral,44
2012_Western Bua,WCS Fiji,Fiji,DAM24,-16.902319,178.568761,Dama_LMMA,access restriction,2012-11-23,benthicpit_percent_cover_benthic_category_avg_Hard coral,38.67
2012_Western Bua,WCS Fiji,Fiji,LKN01,-16.519228,178.6986,Lekutu_LMMA,access restriction,2012-12-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,62.33
2012_Western Bua,WCS Fiji,Fiji,LKN02A,-16.483683,178.776548,Lekutu_LMMA,access restriction,2012-12-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,64.67
2012_Western Bua,WCS Fiji,Fiji,LKN05A,-16.572249,178.684113,Lekutu_LMMA,access restriction,2012-12-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,24.33
2012_Western Bua,WCS Fiji,Fiji,LKN06A,-16.571406,178.695908,Lekutu_LMMA,access restriction,2012-12-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,50.33
2012_Western Bua,WCS Fiji,Fiji,LKN07A,-16.588698,178.692922,Lekutu_LMMA,access restriction,2012-12-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,54.33
2012_Western Bua,WCS Fiji,Fiji,LKN08A,-16.584868,178.695599,Lekutu_LMMA,access restriction,2012-12-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,64.33
2012_Western Bua,WCS Fiji,Fiji,LKN11A,-16.602339,178.618038,Lekutu_LMMA,access restriction,2012-12-10,benthicpit_percent_cover_benthic_category_avg_Hard coral,90.67
2012_Western Bua,WCS Fiji,Fiji,LKN13A,-16.637449,178.496722,Lekutu_tabu,"periodic closure, access restriction",2012-12-07,benthicpit_percent_cover_benthic_category_avg_Hard coral,55.67
2012_Western Bua,WCS Fiji,Fiji,LKN14,-16.619766,178.538709,Lekutu_LMMA,access restriction,2012-12-10,benthicpit_percent_cover_benthic_category_avg_Hard coral,42
2012_Western Bua,WCS Fiji,Fiji,LKN15,-16.505782,178.679571,Lekutu_LMMA,access restriction,2012-12-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,34.33
2012_Western Bua,WCS Fiji,Fiji,LKN17A,-16.544447,178.624206,Lekutu_LMMA,access restriction,2012-12-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,31.33
2012_Western Bua,WCS Fiji,Fiji,LKN20A,-16.544822,178.662773,Lekutu_LMMA,access restriction,2012-12-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,37.67
2012_Western Bua,WCS Fiji,Fiji,LKN21A,-16.510794,178.750171,Lekutu_LMMA,access restriction,2012-12-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,16
2012_Western Bua,WCS Fiji,Fiji,LKN24A,-16.497988,178.766056,Lekutu_LMMA,access restriction,2012-12-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,52.67
2012_Western Bua,WCS Fiji,Fiji,LKN27,-16.655603,178.504697,Lekutu_tabu,"periodic closure, access restriction",2012-12-07,benthicpit_percent_cover_benthic_category_avg_Hard coral,41.33
2012_Western Bua,WCS Fiji,Fiji,LKN29A,-16.617495,178.510654,Lekutu_tabu,"periodic closure, access restriction",2012-12-10,benthicpit_percent_cover_benthic_category_avg_Hard coral,46.33
2012_Western Bua,WCS Fiji,Fiji,LKN30,-16.634864,178.50536,Lekutu_tabu,"periodic closure, access restriction",2012-12-10,benthicpit_percent_cover_benthic_category_avg_Hard coral,23.67
2012_Western Bua,WCS Fiji,Fiji,LKN31A,-16.672689,178.49641,Lekutu_LMMA,access restriction,2012-12-07,benthicpit_percent_cover_benthic_category_avg_Hard coral,44.33
2012_Western Bua,WCS Fiji,Fiji,LKN33A,-16.481716,178.749017,Lekutu_LMMA,access restriction,2012-12-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,60
2012_Western Bua,WCS Fiji,Fiji,LKN34A,-16.524794,178.738048,Lekutu_LMMA,access restriction,2012-12-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,64.67
2012_Western Bua,WCS Fiji,Fiji,LKN35A,-16.5302,178.726918,Lekutu_LMMA,access restriction,2012-12-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,31
2012_Western Bua,WCS Fiji,Fiji,LKN36,-16.521164,178.66492,Lekutu_LMMA,access restriction,2012-12-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,53
2012_Western Bua,WCS Fiji,Fiji,LKN37A,-16.514113,178.649745,Lekutu_LMMA,access restriction,2012-12-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,43.33
2012_Western Bua,WCS Fiji,Fiji,LKN38,-16.591495,178.528198,Lekutu_LMMA,access restriction,2012-12-06,benthicpit_percent_cover_benthic_category_avg_Hard coral,30
2012_Western Bua,WCS Fiji,Fiji,LKN49A,-16.626171,178.610994,Lekutu_tabu,"periodic closure, access restriction",2012-12-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,44.67
2012_Western Bua,WCS Fiji,Fiji,LKN53A,-16.5446,178.607849,Lekutu_LMMA,access restriction,2012-12-06,benthicpit_percent_cover_benthic_category_avg_Hard coral,42
2012_Western Bua,WCS Fiji,Fiji,LKN55A,-16.585149,178.547607,Lekutu_LMMA,access restriction,2012-12-10,benthicpit_percent_cover_benthic_category_avg_Hard coral,75.33
2012_Western Bua,WCS Fiji,Fiji,LKN68,-16.578535,178.634581,Lekutu_LMMA,access restriction,2012-12-06,benthicpit_percent_cover_benthic_category_avg_Hard coral,71.67
2012_Western Bua,WCS Fiji,Fiji,LKN69,-16.568415,178.609725,Lekutu_LMMA,access restriction,2012-12-06,benthicpit_percent_cover_benthic_category_avg_Hard coral,46.67
2012_Western Bua,WCS Fiji,Fiji,LKN70,-16.538965,178.642406,Lekutu_LMMA,access restriction,2012-12-06,benthicpit_percent_cover_benthic_category_avg_Hard coral,62.67
2012_Western Bua,WCS Fiji,Fiji,LKN71,-16.615225,178.660499,Lekutu_LMMA,access restriction,2012-12-08,benthicpit_percent_cover_benthic_category_avg_Hard coral,64.33
2012_Western Bua,WCS Fiji,Fiji,LKN72,-16.554424,178.643376,Lekutu_LMMA,access restriction,2012-12-10,benthicpit_percent_cover_benthic_category_avg_Hard coral,79
2012_Western Bua,WCS Fiji,Fiji,LKNGT,-16.627012,178.689202,Lekutu_tabu,"periodic closure, access restriction",2012-12-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,60
2012_Western Bua,WCS Fiji,Fiji,VUY15,-16.972667,178.667442,Vuya_tabu,"periodic closure, access restriction",2012-12-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,54
2012_Western Bua,WCS Fiji,Fiji,VUY16,-16.997092,178.681216,Vuya_LMMA,access restriction,2012-12-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,47
2012_Western Bua,WCS Fiji,Fiji,VUY17,-16.999771,178.678069,Vuya_LMMA,access restriction,2012-12-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,48.67
2012_Western Bua,WCS Fiji,Fiji,VUY18,-16.960078,178.65018,Vuya_LMMA,access restriction,2012-12-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,63.33
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF1,-17.3848,179.4099,Nakodu_LMMA,access restriction,2013-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,43.33
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF1,-17.3848,179.4099,Nakodu_LMMA,access restriction,2014-06-16,benthicpit_percent_cover_benthic_category_avg_Hard coral,32.17
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF2,-17.37898,179.41577,Nakodu_LMMA,access restriction,2014-06-16,benthicpit_percent_cover_benthic_category_avg_Hard coral,4.83
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF2,-17.37898,179.41577,Nakodu_LMMA,access restriction,2013-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,29.67
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF3,-17.3787,179.4189,Nakodu_LMMA,access restriction,2014-06-16,benthicpit_percent_cover_benthic_category_avg_Hard coral,5.5
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF3,-17.3787,179.4189,Nakodu_LMMA,access restriction,2013-05-11,benthicpit_percent_cover_benthic_category_avg_Hard coral,19.25
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF3,-17.3787,179.4189,Nakodu_LMMA,access restriction,2013-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,26
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF3,-17.3787,179.4189,Nakodu_LMMA,access restriction,2013-05-11,benthicpit_percent_cover_benthic_category_avg_Hard coral,29
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF4,-17.3709,179.4239,Nakodu_LMMA,access restriction,2014-06-18,benthicpit_percent_cover_benthic_category_avg_Hard coral,7.83
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF4,-17.3709,179.4239,Nakodu_LMMA,access restriction,2013-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,26.83
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF5,-17.36679,179.42178,Nakodu_LMMA,access restriction,2014-06-18,benthicpit_percent_cover_benthic_category_avg_Hard coral,14
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF5,-17.36679,179.42178,Nakodu_LMMA,access restriction,2013-05-11,benthicpit_percent_cover_benthic_category_avg_Hard coral,27.83
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF6,-17.36799,179.42468,Nakodu_LMMA,access restriction,2013-05-11,benthicpit_percent_cover_benthic_category_avg_Hard coral,29.83
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NF6,-17.36799,179.42468,Nakodu_LMMA,access restriction,2014-06-18,benthicpit_percent_cover_benthic_category_avg_Hard coral,14.5
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NT1,-17.374389999999998,179.42183,Nakodu_Tabu,periodic closure,2013-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,12
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NT1,-17.374389999999998,179.42183,Nakodu_Tabu,periodic closure,2014-06-17,benthicpit_percent_cover_benthic_category_avg_Hard coral,2
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NT2,-17.3774,179.4206,Nakodu_Tabu,periodic closure,2013-05-11,benthicpit_percent_cover_benthic_category_avg_Hard coral,17.17
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NT2,-17.3774,179.4206,Nakodu_Tabu,periodic closure,2014-06-17,benthicpit_percent_cover_benthic_category_avg_Hard coral,6
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NT3,-17.3749,179.4244,Nakodu_Tabu,periodic closure,2014-06-17,benthicpit_percent_cover_benthic_category_avg_Hard coral,5
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,NT3,-17.3749,179.4244,Nakodu_Tabu,periodic closure,2013-05-11,benthicpit_percent_cover_benthic_category_avg_Hard coral,14
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,TF1,-17.30246,179.4471,Tuatua_LMMA,access restriction,2013-04-30,benthicpit_percent_cover_benthic_category_avg_Hard coral,22.33
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,TF2,-17.2996,179.45132,Tuatua_LMMA,access restriction,2013-04-30,benthicpit_percent_cover_benthic_category_avg_Hard coral,29.5
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,TF3,-17.29677,179.44435,Tuatua_LMMA,access restriction,2013-04-30,benthicpit_percent_cover_benthic_category_avg_Hard coral,30.83
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,TF4,-17.27405,179.43878,Tuatua_LMMA,access restriction,2013-04-29,benthicpit_percent_cover_benthic_category_avg_Hard coral,29.5
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,TF5,-17.26915,179.43959,Tuatua_LMMA,access restriction,2013-04-29,benthicpit_percent_cover_benthic_category_avg_Hard coral,28.83
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,TT1,-17.29116,179.44206,Tuatua_Tabu,periodic closure,2013-04-30,benthicpit_percent_cover_benthic_category_avg_Hard coral,30
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,TT2,-17.287,179.44337,Tuatua_Tabu,periodic closure,2013-04-29,benthicpit_percent_cover_benthic_category_avg_Hard coral,34.83
"2013-2014_Koro Island, Fiji",WCS Fiji,Fiji,TT3,-17.28759,179.4375,Tuatua_Tabu,periodic closure,2013-04-29,benthicpit_percent_cover_benthic_category_avg_Hard coral,20.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,C3,-17.063367,179.020033,Kubulau_LMMA,access restriction,2014-04-23,benthicpit_percent_cover_benthic_category_avg_Hard coral,55
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,C3,-17.063367,179.020033,Kubulau_LMMA,access restriction,2013-09-14,benthicpit_percent_cover_benthic_category_avg_Hard coral,59.17
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,C5,-17.060783,179.0013,Kubulau_LMMA,access restriction,2014-04-23,benthicpit_percent_cover_benthic_category_avg_Hard coral,41
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,C5,-17.060783,179.0013,Kubulau_LMMA,access restriction,2013-09-14,benthicpit_percent_cover_benthic_category_avg_Hard coral,40
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Horse1,-17.48974,178.60028,Horseshoe_LMMA,access restriction,2014-04-27,benthicpit_percent_cover_benthic_category_avg_Hard coral,39.33
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Horse2,-17.50096,178.59187,Horseshoe_LMMA,access restriction,2014-04-27,benthicpit_percent_cover_benthic_category_avg_Hard coral,57.5
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Horse3,-17.50477,178.60004,Horseshoe_LMMA,access restriction,2014-04-27,benthicpit_percent_cover_benthic_category_avg_Hard coral,55.33
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB04,-17.10321,179.1319,Namena_mpa,no take,2014-04-22,benthicpit_percent_cover_benthic_category_avg_Hard coral,33.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB04,-17.10321,179.1319,Namena_mpa,no take,2013-09-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,48
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB05,-17.10741,179.1381,Kubulau_tabu,"periodic closure, access restriction",2014-04-22,benthicpit_percent_cover_benthic_category_avg_Hard coral,33.83
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB05,-17.10741,179.1381,Kubulau_tabu,"periodic closure, access restriction",2013-09-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,41.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB06,-17.0712,179.0342,Kubulau_LMMA,access restriction,2014-04-23,benthicpit_percent_cover_benthic_category_avg_Hard coral,59.83
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB06,-17.0712,179.0342,Kubulau_LMMA,access restriction,2013-09-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,64.5
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB07,-17.08317,179.04076,Kubulau_LMMA,access restriction,2014-04-23,benthicpit_percent_cover_benthic_category_avg_Hard coral,39.5
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB07,-17.08317,179.04076,Kubulau_LMMA,access restriction,2013-09-12,benthicpit_percent_cover_benthic_category_avg_Hard coral,41
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,KB07,-17.08317,179.04076,Kubulau_LMMA,access restriction,2013-09-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,31
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,MM1,-17.3453951,178.5225964,Vatuira_LMMA,access restriction,2013-09-15,benthicpit_percent_cover_benthic_category_avg_Hard coral,61.73
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Moon1,-17.53041,178.52386,MoonReef_tabu,"periodic closure, access restriction",2014-04-26,benthicpit_percent_cover_benthic_category_avg_Hard coral,35
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Moon1,-17.53041,178.52386,MoonReef_tabu,"periodic closure, access restriction",2014-05-26,benthicpit_percent_cover_benthic_category_avg_Hard coral,26.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Moon2,-17.52593,178.51248,MoonReef_tabu,"periodic closure, access restriction",2014-05-26,benthicpit_percent_cover_benthic_category_avg_Hard coral,33
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Moon2,-17.52593,178.51248,MoonReef_tabu,"periodic closure, access restriction",2014-04-26,benthicpit_percent_cover_benthic_category_avg_Hard coral,27.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Moon3,-17.51915,178.51619,MoonReef_tabu,"periodic closure, access restriction",2014-04-26,benthicpit_percent_cover_benthic_category_avg_Hard coral,40.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,Moon3,-17.51915,178.51619,MoonReef_tabu,"periodic closure, access restriction",2014-05-26,benthicpit_percent_cover_benthic_category_avg_Hard coral,24.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,N19,-17.1457,179.098733,Namena_mpa,no take,2014-04-22,benthicpit_percent_cover_benthic_category_avg_Hard coral,48.17
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,N19,-17.1457,179.098733,Namena_mpa,no take,2013-09-12,benthicpit_percent_cover_benthic_category_avg_Hard coral,45.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,N20,-17.140016,179.09155,Namena_mpa,no take,2013-09-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,36.33
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,N20,-17.140016,179.09155,Namena_mpa,no take,2013-09-12,benthicpit_percent_cover_benthic_category_avg_Hard coral,33.33
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,N20,-17.140016,179.09155,Namena_mpa,no take,2014-04-22,benthicpit_percent_cover_benthic_category_avg_Hard coral,28.5
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR1,-17.2792,178.4793,Vatuira_mpa,no take,2013-09-17,benthicpit_percent_cover_benthic_category_avg_Hard coral,61.33
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR2,-17.2764,178.4637,Vatuira_mpa,no take,2014-04-25,benthicpit_percent_cover_benthic_category_avg_Hard coral,39.83
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR2,-17.2764,178.4637,Vatuira_mpa,no take,2013-09-17,benthicpit_percent_cover_benthic_category_avg_Hard coral,44.33
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR3,-17.2878,178.4553,Vatuira_mpa,no take,2013-09-17,benthicpit_percent_cover_benthic_category_avg_Hard coral,58.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR3,-17.2878,178.4553,Vatuira_mpa,no take,2014-04-24,benthicpit_percent_cover_benthic_category_avg_Hard coral,47
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR4,-17.30956,178.4402,Vatuira_mpa,no take,2013-09-17,benthicpit_percent_cover_benthic_category_avg_Hard coral,52
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR4,-17.30956,178.4402,Vatuira_mpa,no take,2014-04-24,benthicpit_percent_cover_benthic_category_avg_Hard coral,55.33
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR5,-17.3133,178.4642,Vatuira_mpa,no take,2013-09-17,benthicpit_percent_cover_benthic_category_avg_Hard coral,62.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR6,-17.4611,178.4942,Vatuira_LMMA,access restriction,2013-09-18,benthicpit_percent_cover_benthic_category_avg_Hard coral,27.67
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR6,-17.4611,178.4942,Vatuira_LMMA,access restriction,2014-04-25,benthicpit_percent_cover_benthic_category_avg_Hard coral,38.17
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR7,-17.4466,178.4983,Vatuira_LMMA,access restriction,2014-04-25,benthicpit_percent_cover_benthic_category_avg_Hard coral,29.83
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR7,-17.4466,178.4983,Vatuira_LMMA,access restriction,2013-09-18,benthicpit_percent_cover_benthic_category_avg_Hard coral,21
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR8,-17.4249,178.4863,Vatuira_mpa,no take,2014-04-25,benthicpit_percent_cover_benthic_category_avg_Hard coral,52.83
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR8,-17.4249,178.4863,Vatuira_mpa,no take,2013-09-18,benthicpit_percent_cover_benthic_category_avg_Hard coral,57
2013-2014_Vatu-i-Ra,WCS Fiji,Fiji,VIR9,-17.3871,178.4646,Vatuira_mpa,no take,2013-09-18,benthicpit_percent_cover_benthic_category_avg_Hard coral,35.33
2013_Ovalau,WCS Fiji,Fiji,NAOBF1,-17.64418,178.83719,Levuka_LMMA,access restriction,2013-10-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,9.5
2013_Ovalau,WCS Fiji,Fiji,NAOBF2,-17.631,178.83,Levuka_tabu,"periodic closure, access restriction",2013-10-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,18.83
2013_Ovalau,WCS Fiji,Fiji,NAOBF3,-17.598,178.825,Levuka_LMMA,access restriction,2013-10-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,22.17
2013_Ovalau,WCS Fiji,Fiji,NAOBF4,-17.595,178.819,Levuka_LMMA,access restriction,2013-10-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,34.17
2013_Ovalau,WCS Fiji,Fiji,NAOBT1,-17.622,178.831,Levuka_tabu,"periodic closure, access restriction",2013-10-02,benthicpit_percent_cover_benthic_category_avg_Hard coral,17.67
2013_Ovalau,WCS Fiji,Fiji,NAOBT2,-17.618,178.829,Levuka_tabu,"periodic closure, access restriction",2013-10-02,benthicpit_percent_cover_benthic_category_avg_Hard coral,30.5
2013_Ovalau,WCS Fiji,Fiji,NAOBT3,-17.614,178.83,Levuka_tabu,"periodic closure, access restriction",2013-10-02,benthicpit_percent_cover_benthic_category_avg_Hard coral,27.5
2013_Ovalau,WCS Fiji,Fiji,NAOCF1,-17.64391,178.82422,Levuka_LMMA,access restriction,2013-10-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,12.33
2013_Ovalau,WCS Fiji,Fiji,NAOCF2,-17.63753,178.82054,Levuka_LMMA,access restriction,2013-10-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,12.33
2013_Ovalau,WCS Fiji,Fiji,NAOCF3,-17.62048,178.80315,Levuka_LMMA,access restriction,2013-10-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,31.67
2013_Ovalau,WCS Fiji,Fiji,NAOCF4,-17.61859,178.79863,Levuka_LMMA,access restriction,2013-10-05,benthicpit_percent_cover_benthic_category_avg_Hard coral,13.17
2013_Ovalau,WCS Fiji,Fiji,NAOCT1,-17.62539,178.81694,Levuka_tabu,"periodic closure, access restriction",2013-10-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,27
2013_Ovalau,WCS Fiji,Fiji,NAOCT2,-17.62515,178.81316,Levuka_tabu,"periodic closure, access restriction",2013-10-03,benthicpit_percent_cover_benthic_category_avg_Hard coral,43.67
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,BUA04,-16.896101,178.47759,Bua_LMMA,access restriction,2012-11-29,benthicpit_percent_cover_benthic_category_avg_Hard coral,21.67
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,BUA07A,-16.83297,178.557182,Bua_LMMA,access restriction,2012-11-22,benthicpit_percent_cover_benthic_category_avg_Hard coral,48
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,BUA08A,-16.8494,178.543537,Bua_Tabu,"periodic closure, access restriction",2014-04-08,benthicpit_percent_cover_benthic_category_avg_Hard coral,50.17
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,BUA20A,-16.856581,178.555602,Bua_Tabu,"periodic closure, access restriction",2012-11-22,benthicpit_percent_cover_benthic_category_avg_Hard coral,39.33
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,BUA24A,-16.838822,178.523042,Bua_LMMA,access restriction,2014-04-08,benthicpit_percent_cover_benthic_category_avg_Hard coral,25.83
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,BUA25,-16.84262,178.539783,Bua_LMMA,access restriction,2014-04-09,benthicpit_percent_cover_benthic_category_avg_Hard coral,41.5
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,KB09,-16.96729,178.99922,Kubulau_LMMA,access restriction,2014-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,27.4
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,KB17,-16.95352,179.00135,Kubulau_LMMA,access restriction,2014-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,35
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,KR7,-16.9439,178.97691,Kubulau_LMMA,access restriction,2014-05-04,benthicpit_percent_cover_benthic_category_avg_Hard coral,71.67
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,MAP01,-16.937449,179.028741,Kubulau_Tabu,periodic closure,2014-05-06,benthicpit_percent_cover_benthic_category_avg_Hard coral,7
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,NAOBF2,-17.631,178.83,Ovalau_Tabu,periodic closure,2014-03-31,benthicpit_percent_cover_benthic_category_avg_Hard coral,10.83
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,NAOBF3,-17.598,178.825,Ovalau_LMMA,access restriction,2014-04-01,benthicpit_percent_cover_benthic_category_avg_Hard coral,13.33
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,NAOBF4,-17.595,178.819,Ovalau_LMMA,access restriction,2014-04-01,benthicpit_percent_cover_benthic_category_avg_Hard coral,30
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,NAOBT2,-17.618,178.829,Ovalau_Tabu,periodic closure,2014-04-02,benthicpit_percent_cover_benthic_category_avg_Hard coral,23.17
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,NAOBT3,-17.614,178.83,Ovalau_Tabu,periodic closure,2014-04-02,benthicpit_percent_cover_benthic_category_avg_Hard coral,23.5
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,NP1,-16.94588,179.01736,Kubulau_Tabu,periodic closure,2014-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,21
2014_Macmon_Bua_Ra_Ovalau_Kubulau,WCS Fiji,Fiji,NP2,-16.9461,179.0007,Kubulau_Tabu,periodic closure,2014-05-13,benthicpit_percent_cover_benthic_category_avg_Hard coral,57
